iteration,n_agents,c0,m0,s0,mx0,mn0
118,50,8,0.242638,0.116327,0.468002,0.0887602
119,50,8,0.242677,0.116351,0.468095,0.0888633
120,50,8,0.242715,0.116374,0.468188,0.0889667
121,50,8,0.237645,0.106895,0.427409,0.0890704
122,50,8,0.237673,0.1069,0.427419,0.0891744
123,50,8,0.242831,0.116445,0.468473,0.0892783
124,50,8,0.24287,0.11647,0.468568,0.0893819
125,50,8,0.242909,0.116494,0.468665,0.0894853
126,50,8,0.242948,0.116518,0.468761,0.0895885
127,50,8,0.242987,0.116543,0.468858,0.0896922
128,50,8,0.243025,0.116568,0.468956,0.0897964
129,50,8,0.243064,0.116593,0.469054,0.0899008
130,50,8,0.243103,0.116618,0.469152,0.0900049
131,50,8,0.243142,0.116643,0.46925,0.0901091
132,50,8,0.243181,0.116668,0.469348,0.0902134
133,50,8,0.24322,0.116693,0.469446,0.0903176
134,50,8,0.243259,0.116719,0.469545,0.0904218
135,50,8,0.243298,0.116744,0.469644,0.0905263
136,50,8,0.243338,0.11677,0.469744,0.0906313
137,50,8,0.243377,0.116796,0.469843,0.0907364
138,50,8,0.243416,0.116821,0.469943,0.0908417
139,50,8,0.238146,0.106978,0.427564,0.0909473
140,50,8,0.243495,0.116873,0.470144,0.091053
141,50,8,0.243535,0.116899,0.470245,0.0911589
142,50,8,0.243574,0.116925,0.470346,0.0912646
143,50,8,0.243614,0.116952,0.470448,0.0913704
144,50,8,0.238284,0.107,0.427593,0.0914764
145,50,8,0.243694,0.117005,0.470652,0.0915825
146,50,8,0.243734,0.117032,0.470755,0.0916892
147,50,8,0.243774,0.117059,0.470858,0.0917957
148,50,8,0.243814,0.117086,0.470962,0.0919023
149,50,8,0.238423,0.107024,0.42762,0.0920092
150,50,8,0.243894,0.117141,0.471171,0.0921161
151,50,8,0.243935,0.117169,0.471276,0.0922234
152,50,8,0.238506,0.107039,0.427632,0.0923308
153,50,8,0.244015,0.117225,0.471487,0.0924384
154,50,8,0.244056,0.117253,0.471593,0.0925462
155,50,9,0.26449,0.124715,0.471699,0.0926542
156,50,8,0.244137,0.11731,0.471805,0.0927627
157,50,8,0.244177,0.117338,0.471912,0.092871
158,50,8,0.244218,0.117367,0.472019,0.0929793
159,50,8,0.244258,0.117396,0.472126,0.0930875
160,50,8,0.244299,0.117424,0.472233,0.0931954
161,50,8,0.244339,0.117454,0.472341,0.0933029
162,50,8,0.24438,0.117483,0.472449,0.0934105
163,50,8,0.244421,0.117512,0.472557,0.0935181
