iteration,c0,m0,s0,mx0,mn0,c1,m1,s1,mx1,mn1,c2,m2,s2,mx2,mn2,c3,m3,s3,mx3,mn3
3140,8,0.266367,0.143955,0.562605,0.05955,7,0.240296,0.11024,0.36285,0.0985949,11,0.245586,0.121667,0.482651,0.0433123,6,0.258368,0.0977778,0.353383,0.062454
3141,8,0.266388,0.14404,0.562745,0.0594283,6,0.22875,0.115203,0.36296,0.0985399,10,0.254745,0.123985,0.482843,0.0434459,5,0.241476,0.0987508,0.35355,0.0625146
3142,8,0.266408,0.144125,0.562885,0.0593069,6,0.228677,0.115267,0.363071,0.0984848,12,0.300194,0.158626,0.638366,0.0435804,5,0.241537,0.0987691,0.353717,0.0625751
3143,8,0.266429,0.14421,0.563025,0.0591856,6,0.228604,0.115332,0.363182,0.0984295,11,0.245816,0.121629,0.483227,0.0437156,6,0.258484,0.0977657,0.353884,0.0626358
3144,8,0.26645,0.144295,0.563165,0.0590647,7,0.23995,0.110437,0.363294,0.0983744,11,0.245893,0.121616,0.483419,0.0438519,5,0.24166,0.0988061,0.354052,0.0626967
3145,8,0.26647,0.14438,0.563304,0.058944,7,0.239864,0.110487,0.363406,0.0983194,11,0.24597,0.121604,0.483612,0.043989,6,0.258562,0.0977583,0.354219,0.0627581
3146,8,0.266491,0.144465,0.563444,0.0588232,7,0.239778,0.110537,0.363518,0.0982645,9,0.26255,0.128484,0.483804,0.0441267,5,0.241783,0.0988433,0.354387,0.0628196
3147,8,0.266512,0.14455,0.563583,0.0587026,7,0.239692,0.110586,0.36363,0.0982095,11,0.246125,0.121578,0.483997,0.0442651,6,0.258641,0.0977514,0.354555,0.0628817
3148,8,0.266533,0.144635,0.563722,0.0585822,6,0.228241,0.115655,0.363743,0.0981547,11,0.246202,0.121566,0.484189,0.0444043,6,0.258681,0.0977481,0.354722,0.0629442
3149,8,0.266554,0.14472,0.563861,0.0584623,6,0.228168,0.11572,0.363856,0.0981,11,0.24628,0.121554,0.484382,0.044544,6,0.258721,0.0977448,0.354891,0.0630069
3150,8,0.266575,0.144805,0.563999,0.0583426,6,0.228096,0.115785,0.36397,0.0980453,10,0.25204,0.126073,0.484574,0.0446842,6,0.258761,0.0977417,0.355059,0.0630698
3151,8,0.266596,0.14489,0.564137,0.058223,7,0.23935,0.110787,0.364084,0.0979907,11,0.246435,0.121529,0.484767,0.044825,6,0.258802,0.0977387,0.355227,0.063133
3152,8,0.266618,0.144975,0.564276,0.0581036,7,0.239265,0.110837,0.364199,0.0979364,10,0.248384,0.127297,0.48496,0.0449663,5,0.242158,0.0989569,0.355396,0.0631968
3153,8,0.266639,0.14506,0.564414,0.0579842,7,0.23918,0.110887,0.364314,0.0978817,10,0.248482,0.127281,0.485154,0.0451085,5,0.242221,0.0989761,0.355565,0.0632609
3154,8,0.266661,0.145145,0.564551,0.0578651,7,0.239095,0.110938,0.364429,0.0978267,11,0.246668,0.121493,0.485347,0.0452516,6,0.258924,0.0977301,0.355734,0.0633251
3155,8,0.266682,0.14523,0.564688,0.0577464,6,0.227738,0.116113,0.364545,0.0977714,10,0.252372,0.126036,0.48554,0.0453954,6,0.258966,0.0977276,0.355903,0.0633898
3156,8,0.266704,0.145315,0.564824,0.0576278,6,0.227667,0.116178,0.364662,0.0977162,10,0.256031,0.123683,0.485734,0.0455396,6,0.259007,0.0977253,0.356073,0.0634545
3157,8,0.266725,0.1454,0.564961,0.0575095,6,0.227595,0.116244,0.364779,0.0976608,10,0.256118,0.123663,0.485928,0.0456845,6,0.259049,0.0977232,0.356243,0.0635197
3158,8,0.266747,0.145485,0.565096,0.0573911,6,0.227524,0.116311,0.364896,0.0976051,9,0.259442,0.129929,0.486121,0.0458303,5,0.24254,0.0990739,0.356413,0.063585
3159,8,0.266768,0.145569,0.565232,0.0572733,6,0.227454,0.116377,0.365014,0.0975493,10,0.256291,0.123623,0.486315,0.0459768,5,0.242604,0.099094,0.356584,0.0636504
3160,8,0.26679,0.145654,0.565367,0.0571557,6,0.227383,0.116443,0.365131,0.0974934,11,0.247136,0.12142,0.486509,0.0461242,6,0.259177,0.0977184,0.356754,0.0637158
3161,8,0.266812,0.145739,0.565502,0.0570382,6,0.227312,0.11651,0.36525,0.0974374,10,0.252772,0.125993,0.486703,0.046272,5,0.242733,0.0991346,0.356925,0.0637813
3162,8,0.266834,0.145823,0.565636,0.0569212,6,0.227242,0.116577,0.365369,0.0973813,10,0.256551,0.123563,0.486897,0.0464201,5,0.242798,0.0991551,0.357096,0.0638473
3163,8,0.266856,0.145908,0.565771,0.0568047,6,0.227172,0.116644,0.365488,0.0973256,11,0.247371,0.121385,0.487091,0.0465687,7,0.264194,0.0912555,0.357267,0.0639139
3164,8,0.266879,0.145993,0.565905,0.0566886,6,0.227101,0.116711,0.365607,0.0972702,9,0.260101,0.129767,0.487285,0.0467179,6,0.251329,0.0924811,0.357438,0.0639805
3165,8,0.266901,0.146078,0.566039,0.0565726,6,0.227032,0.116778,0.365727,0.0972147,11,0.247527,0.121362,0.487479,0.0468675,6,0.251352,0.0924805,0.35761,0.0640471
3166,8,0.266923,0.146162,0.566173,0.0564568,6,0.226962,0.116845,0.365848,0.097159,10,0.256898,0.123485,0.487673,0.0470177,6,0.251375,0.0924801,0.357782,0.0641139
3167,8,0.266945,0.146247,0.566306,0.056341,6,0.226892,0.116912,0.365968,0.097103,11,0.247684,0.121339,0.487868,0.0471682,6,0.251398,0.0924799,0.357954,0.0641809
3168,8,0.266967,0.146332,0.566439,0.0562254,6,0.226822,0.116979,0.366089,0.0970469,10,0.249952,0.127042,0.488062,0.0473189,6,0.251421,0.09248,0.358126,0.064248
3169,8,0.266989,0.146417,0.566572,0.0561097,6,0.226753,0.117047,0.366209,0.0969914,10,0.25005,0.127026,0.488256,0.0474703,6,0.251444,0.0924805,0.358299,0.0643149
3170,8,0.267012,0.146501,0.566706,0.0559944,7,0.23776,0.111769,0.36633,0.0969363,9,0.26076,0.129607,0.488451,0.0476223,6,0.251467,0.092481,0.358472,0.0643823
3171,8,0.267034,0.146586,0.566839,0.0558797,7,0.237678,0.111822,0.366452,0.0968817,11,0.247998,0.121294,0.488646,0.047775,6,0.251491,0.0924818,0.358645,0.06445
3172,8,0.267056,0.146671,0.566972,0.0557657,7,0.237596,0.111875,0.366573,0.0968269,10,0.253511,0.125919,0.48884,0.0479283,6,0.251515,0.0924826,0.358818,0.0645183
3173,8,0.267079,0.146756,0.567105,0.0556517,6,0.226478,0.117316,0.366695,0.096772,11,0.248155,0.121272,0.489035,0.0480822,6,0.251539,0.0924836,0.358991,0.0645873
3174,8,0.267102,0.14684,0.567237,0.0555382,6,0.226409,0.117384,0.366818,0.096717,10,0.257596,0.12333,0.48923,0.0482367,6,0.251563,0.0924847,0.359165,0.0646564
3175,8,0.267124,0.146925,0.567369,0.0554247,6,0.226341,0.117452,0.36694,0.0966622,10,0.257684,0.123311,0.489424,0.0483916,6,0.251587,0.092486,0.359339,0.0647259
3176,8,0.267147,0.14701,0.567501,0.0553114,7,0.23727,0.112087,0.367063,0.0966071,10,0.257772,0.123292,0.489619,0.048547,6,0.251611,0.0924875,0.359513,0.0647959
3177,8,0.26717,0.147094,0.567632,0.0551981,7,0.237188,0.112141,0.367186,0.0965516,11,0.24847,0.121228,0.489814,0.0487029,6,0.251636,0.0924891,0.359687,0.0648661
3178,8,0.267192,0.147179,0.567762,0.0550853,6,0.226135,0.117656,0.36731,0.0964959,11,0.248549,0.121217,0.490009,0.048859,6,0.25166,0.092491,0.359861,0.0649363
3179,8,0.267215,0.147263,0.567892,0.0549732,7,0.237026,0.112248,0.367434,0.0964399,10,0.258035,0.123235,0.490204,0.0490156,6,0.251685,0.0924932,0.360035,0.0650064
3180,8,0.267238,0.147348,0.568023,0.0548609,6,0.225999,0.117792,0.367559,0.0963843,9,0.261861,0.129342,0.490399,0.0491727,6,0.251709,0.0924956,0.360209,0.0650766
3181,8,0.26726,0.147433,0.568153,0.0547485,6,0.225931,0.11786,0.367683,0.0963291,10,0.258211,0.123197,0.490595,0.0493305,6,0.251734,0.0924982,0.360384,0.0651473
3182,8,0.267283,0.147517,0.568283,0.0546361,6,0.225863,0.117928,0.367808,0.0962739,10,0.258299,0.123179,0.49079,0.0494888,6,0.251759,0.0925011,0.360559,0.0652177
3183,8,0.267306,0.147602,0.568413,0.0545241,7,0.236702,0.112463,0.367932,0.096219,10,0.258387,0.12316,0.490985,0.0496479,6,0.251784,0.0925042,0.360734,0.0652887
3184,8,0.267329,0.147687,0.568542,0.0544124,7,0.236622,0.112516,0.368057,0.0961638,10,0.258475,0.123141,0.49118,0.0498075,6,0.251809,0.0925074,0.360909,0.0653601
3185,8,0.267351,0.147771,0.568671,0.0543008,6,0.22566,0.118132,0.368182,0.0961082,9,0.262413,0.12921,0.491376,0.0499676,6,0.251835,0.0925109,0.361084,0.0654314
3186,8,0.267374,0.147856,0.5688,0.0541897,6,0.225593,0.118201,0.368308,0.096053,10,0.258651,0.123104,0.491571,0.050128,6,0.25186,0.0925146,0.36126,0.0655028
3187,8,0.267397,0.14794,0.568929,0.0540789,7,0.236382,0.112678,0.368434,0.0959983,11,0.249262,0.121124,0.491767,0.0502889,6,0.251886,0.0925187,0.361435,0.065574
3188,8,0.26742,0.148025,0.569058,0.0539681,7,0.236302,0.112732,0.368559,0.0959435,10,0.258828,0.123067,0.491963,0.05045,6,0.251911,0.092523,0.361611,0.0656454
3189,8,0.267443,0.148109,0.569187,0.0538578,6,0.225392,0.118405,0.368685,0.0958893,10,0.258917,0.123049,0.492159,0.0506113,6,0.251937,0.0925276,0.361787,0.0657171
3190,8,0.267466,0.148194,0.569316,0.0537475,6,0.225325,0.118474,0.368811,0.0958352,11,0.249501,0.121095,0.492355,0.050773,6,0.251964,0.0925323,0.361964,0.0657891
3191,8,0.267489,0.148279,0.569444,0.0536371,6,0.225259,0.118542,0.368937,0.0957811,10,0.254807,0.125806,0.492551,0.0509349,6,0.25199,0.0925372,0.36214,0.0658616
3192,8,0.267513,0.148363,0.569573,0.0535267,7,0.235984,0.112948,0.369064,0.0957276,11,0.24966,0.121076,0.492746,0.0510971,6,0.252016,0.0925422,0.362317,0.0659348
3193,8,0.267536,0.148448,0.569702,0.0534162,6,0.225126,0.118679,0.369191,0.0956744,11,0.24974,0.121067,0.492942,0.05126,6,0.252043,0.0925474,0.362494,0.0660082
3194,8,0.26756,0.148533,0.569831,0.0533064,6,0.225061,0.118747,0.369319,0.0956219,10,0.25936,0.12296,0.493138,0.0514232,6,0.252069,0.0925528,0.362671,0.0660819
3195,8,0.267584,0.148618,0.56996,0.0531965,7,0.235748,0.113111,0.369448,0.0955698,10,0.259449,0.122943,0.493335,0.0515866,6,0.252096,0.0925585,0.362849,0.0661556
3196,8,0.267607,0.148703,0.570089,0.0530866,7,0.23567,0.113166,0.369577,0.0955183,11,0.24998,0.12104,0.493531,0.0517502,6,0.252123,0.0925642,0.363027,0.0662299
3197,8,0.267631,0.148788,0.570218,0.0529773,6,0.224866,0.118953,0.369706,0.0954672,11,0.25006,0.121031,0.493727,0.0519143,6,0.25215,0.0925702,0.363204,0.0663045
3198,8,0.267655,0.148873,0.570348,0.0528678,6,0.224801,0.119022,0.369836,0.0954166,10,0.252904,0.126598,0.493923,0.0520788,6,0.252177,0.0925765,0.363383,0.066379
3199,8,0.267679,0.148958,0.570477,0.052759,7,0.235438,0.113329,0.369967,0.095366,11,0.25022,0.121014,0.49412,0.0522436,6,0.252204,0.092583,0.363561,0.066454
3200,8,0.267703,0.149043,0.570606,0.0526507,6,0.224673,0.119159,0.370098,0.0953155,9,0.26666,0.127724,0.494316,0.0524087,6,0.252231,0.0925896,0.36374,0.0665294
3201,8,0.267728,0.149128,0.570735,0.0525428,7,0.235284,0.113438,0.37023,0.0952654,10,0.234062,0.114786,0.494512,0.052574,6,0.252259,0.0925965,0.363919,0.0666049
3202,8,0.267752,0.149213,0.570864,0.052435,6,0.224545,0.119297,0.370361,0.0952157,11,0.25046,0.12099,0.494709,0.0527397,6,0.252286,0.0926036,0.364098,0.0666809
3203,8,0.267777,0.149299,0.570993,0.0523275,6,0.224482,0.119366,0.370493,0.0951667,9,0.235615,0.120944,0.494905,0.0529059,6,0.252314,0.0926109,0.364277,0.0667572
3204,8,0.267801,0.149384,0.571122,0.0522204,7,0.235054,0.113602,0.370626,0.095118,11,0.250621,0.120974,0.495102,0.0530727,6,0.252342,0.0926184,0.364457,0.0668338
3205,8,0.267826,0.149469,0.571251,0.0521137,7,0.234978,0.113657,0.370758,0.0950692,10,0.255777,0.125749,0.495298,0.0532402,6,0.25237,0.0926263,0.364637,0.0669104
3206,8,0.267851,0.149555,0.57138,0.0520074,6,0.224293,0.119572,0.370891,0.0950205,10,0.255847,0.125746,0.495495,0.0534083,6,0.252398,0.0926342,0.364818,0.0669876
3207,8,0.267875,0.14964,0.571509,0.0519013,7,0.234827,0.113766,0.371024,0.0949723,9,0.267209,0.127642,0.495692,0.0535769,6,0.252426,0.0926424,0.364998,0.0670652
3208,8,0.2679,0.149725,0.571637,0.0517953,7,0.234751,0.113821,0.371157,0.0949241,10,0.26061,0.122728,0.495888,0.0537456,6,0.252454,0.0926508,0.365178,0.0671427
3209,8,0.267925,0.149811,0.571766,0.0516897,6,0.224105,0.119778,0.37129,0.0948763,10,0.256056,0.125736,0.496085,0.0539149,6,0.252483,0.0926593,0.365359,0.0672206
3210,8,0.26795,0.149896,0.571894,0.0515844,6,0.224043,0.119847,0.371423,0.0948283,9,0.238694,0.120527,0.496282,0.0540842,6,0.252511,0.0926679,0.365539,0.0672992
3211,8,0.267975,0.149981,0.572022,0.0514798,6,0.223981,0.119915,0.371556,0.0947803,9,0.238779,0.120545,0.496479,0.054254,6,0.25254,0.0926766,0.36572,0.0673784
3212,8,0.268,0.150066,0.57215,0.0513755,6,0.22392,0.119984,0.37169,0.0947324,9,0.238863,0.120563,0.496675,0.0544244,6,0.252569,0.0926855,0.365901,0.0674578
3213,8,0.268025,0.150151,0.572278,0.0512714,7,0.234377,0.114095,0.371824,0.0946847,9,0.238948,0.120581,0.496872,0.054595,6,0.252598,0.0926948,0.366082,0.0675372
3214,8,0.26805,0.150236,0.572405,0.0511679,7,0.234303,0.11415,0.371959,0.0946372,11,0.251425,0.120902,0.497069,0.0547658,6,0.252627,0.0927044,0.366263,0.0676164
3215,8,0.268075,0.150321,0.572532,0.0510649,7,0.234229,0.114205,0.372093,0.0945896,10,0.261238,0.122619,0.497266,0.054937,6,0.252656,0.092714,0.366444,0.0676963
3216,8,0.268101,0.150406,0.572659,0.050962,6,0.223674,0.120259,0.372228,0.0945423,9,0.267921,0.127543,0.497464,0.0551084,6,0.252686,0.092724,0.366625,0.0677759
3217,8,0.268126,0.150491,0.572786,0.0508593,6,0.223612,0.120328,0.372363,0.0944951,9,0.268,0.127533,0.497661,0.0552801,6,0.252715,0.0927343,0.366806,0.0678556
3218,8,0.268152,0.150576,0.572913,0.0507572,7,0.234007,0.11437,0.372498,0.0944476,10,0.235672,0.115017,0.497858,0.0554522,6,0.252744,0.0927449,0.366987,0.0679353
3219,8,0.268178,0.150661,0.573038,0.0506555,6,0.22349,0.120466,0.372633,0.0943998,11,0.251829,0.120869,0.498055,0.0556249,6,0.252774,0.0927556,0.367169,0.0680157
3220,8,0.268204,0.150746,0.573164,0.0505539,7,0.23386,0.11448,0.372768,0.0943524,9,0.266295,0.128348,0.498252,0.0557978,6,0.252803,0.0927665,0.36735,0.0680964
3221,8,0.268229,0.15083,0.57329,0.0504525,7,0.233786,0.114536,0.372904,0.094305,9,0.266623,0.128245,0.498449,0.0559713,6,0.252833,0.0927777,0.367532,0.0681772
3222,8,0.268255,0.150915,0.573415,0.0503511,7,0.233714,0.114591,0.37304,0.0942575,9,0.26671,0.128231,0.498646,0.0561452,6,0.252863,0.0927892,0.367714,0.0682577
3223,8,0.268281,0.151,0.573541,0.0502498,6,0.223249,0.120741,0.373176,0.0942105,9,0.266796,0.128217,0.498843,0.0563194,6,0.252893,0.092801,0.367897,0.0683387
3224,8,0.268307,0.151084,0.573666,0.0501492,7,0.233568,0.114701,0.373313,0.0941634,9,0.266883,0.128202,0.499041,0.056494,6,0.252923,0.0928131,0.368079,0.0684196
3225,8,0.268334,0.151169,0.573791,0.0500489,7,0.233496,0.114757,0.373449,0.0941164,10,0.25568,0.126239,0.499238,0.0566692,6,0.252953,0.0928253,0.368262,0.0685011
3226,8,0.26836,0.151253,0.573915,0.049949,7,0.233424,0.114812,0.373586,0.0940691,10,0.255757,0.126234,0.499435,0.0568446,6,0.252983,0.0928379,0.368445,0.0685826
3227,8,0.268386,0.151338,0.574039,0.0498496,7,0.233352,0.114868,0.373723,0.0940222,9,0.277925,0.113244,0.499633,0.131804,6,0.253014,0.0928508,0.368628,0.0686639
3228,8,0.268413,0.151422,0.574164,0.0497505,7,0.23328,0.114923,0.373861,0.0939756,9,0.267185,0.128164,0.49983,0.0571966,6,0.253044,0.0928637,0.368812,0.0687459
3229,8,0.268439,0.151507,0.574288,0.0496519,6,0.222892,0.121155,0.373999,0.0939293,9,0.267297,0.128141,0.500028,0.057373,6,0.253075,0.0928771,0.368995,0.0688276
3230,8,0.268465,0.151591,0.574412,0.0495534,6,0.222833,0.121224,0.374136,0.0938832,10,0.236821,0.115203,0.500225,0.0575497,6,0.253106,0.0928908,0.369179,0.0689094
3231,8,0.268492,0.151676,0.574536,0.0494557,7,0.233066,0.11509,0.374275,0.0938372,9,0.238889,0.121291,0.500423,0.0577265,6,0.253136,0.0929046,0.369363,0.0689916
3232,8,0.268519,0.15176,0.57466,0.0493582,6,0.222716,0.121362,0.374413,0.0937913,11,0.252886,0.120795,0.500621,0.0579039,6,0.253167,0.0929185,0.369547,0.0690745
3233,8,0.268545,0.151844,0.574783,0.0492614,6,0.222658,0.121431,0.374551,0.0937454,10,0.257751,0.125688,0.500818,0.0580813,6,0.253199,0.0929326,0.369731,0.0691578
3234,8,0.268572,0.151929,0.574906,0.0491648,7,0.232854,0.115258,0.37469,0.0936991,10,0.257823,0.125687,0.501016,0.0582589,6,0.25323,0.0929469,0.369915,0.0692412
3235,8,0.268599,0.152013,0.575029,0.0490682,7,0.232784,0.115314,0.374829,0.0936527,10,0.257894,0.125686,0.501213,0.0584369,6,0.253261,0.0929614,0.370099,0.0693253
3236,8,0.268626,0.152097,0.575151,0.0489717,7,0.232713,0.115369,0.374969,0.0936065,10,0.257965,0.125685,0.501411,0.0586152,6,0.253292,0.0929761,0.370284,0.0694093
3237,8,0.268653,0.152181,0.575273,0.0488751,7,0.232643,0.115425,0.375108,0.0935603,10,0.258037,0.125684,0.501609,0.0587938,6,0.253324,0.0929911,0.370468,0.0694936
3238,8,0.26868,0.152266,0.575395,0.0487787,6,0.222368,0.121777,0.375249,0.0935144,9,0.241097,0.121069,0.501806,0.0589727,6,0.253355,0.0930063,0.370653,0.0695778
3239,8,0.268706,0.15235,0.575517,0.0486821,7,0.232504,0.115537,0.375389,0.0934688,11,0.253458,0.120761,0.502004,0.059152,6,0.253386,0.0930216,0.370837,0.0696624
3240,8,0.268733,0.152435,0.575639,0.0485859,6,0.222254,0.121915,0.37553,0.0934231,10,0.25706,0.126111,0.502202,0.0593316,6,0.253418,0.0930374,0.371022,0.0697469
3241,8,0.26876,0.152519,0.57576,0.0484897,6,0.222197,0.121984,0.375671,0.0933775,10,0.257159,0.126101,0.5024,0.0595114,6,0.25345,0.0930533,0.371207,0.0698317
3242,8,0.268787,0.152603,0.575881,0.048394,6,0.22214,0.122053,0.375813,0.0933317,10,0.257258,0.126091,0.502598,0.0596915,6,0.253481,0.0930695,0.371392,0.0699167
3243,8,0.268815,0.152688,0.576002,0.0482982,6,0.222084,0.122122,0.375954,0.0932863,8,0.251103,0.124689,0.502796,0.059872,6,0.253513,0.0930859,0.371577,0.0700018
3244,8,0.268842,0.152772,0.576123,0.0482028,6,0.222028,0.122192,0.376096,0.0932408,10,0.263868,0.122212,0.502994,0.0600527,6,0.253545,0.0931026,0.371762,0.0700872
3245,8,0.268869,0.152857,0.576243,0.0481072,6,0.208065,0.107815,0.331793,0.093195,10,0.263959,0.1222,0.503192,0.0602335,6,0.253577,0.0931193,0.371947,0.0701731
3246,8,0.268896,0.152941,0.576363,0.048012,6,0.207962,0.107831,0.331658,0.0931492,10,0.258684,0.125681,0.50339,0.0604145,6,0.253609,0.0931361,0.372133,0.0702595
3247,8,0.268923,0.153025,0.576482,0.047917,6,0.207858,0.107846,0.331523,0.093103,9,0.241885,0.121263,0.503588,0.0605958,6,0.253641,0.0931531,0.372318,0.0703463
3248,8,0.26895,0.153109,0.576601,0.0478227,6,0.207755,0.107862,0.331388,0.0930567,10,0.264233,0.122162,0.503786,0.0607776,6,0.253673,0.0931703,0.372503,0.0704337
3249,8,0.268977,0.153193,0.57672,0.0477284,6,0.207652,0.107878,0.331254,0.0930105,11,0.254278,0.12072,0.503984,0.0609597,6,0.253706,0.0931876,0.372688,0.0705216
3250,8,0.269005,0.153277,0.576838,0.0476348,6,0.20755,0.107894,0.33112,0.0929642,10,0.258051,0.126016,0.504182,0.0611421,6,0.253739,0.093205,0.372874,0.0706098
3251,8,0.269032,0.153361,0.576956,0.0475417,6,0.207447,0.10791,0.330986,0.0929177,10,0.25815,0.126007,0.50438,0.0613247,6,0.253771,0.0932228,0.373059,0.070698
3252,8,0.269059,0.153445,0.577073,0.0474487,5,0.19045,0.110748,0.330852,0.0928707,10,0.258248,0.125998,0.504578,0.0615075,6,0.253804,0.0932408,0.373245,0.0707866
3253,8,0.269087,0.153529,0.57719,0.0473561,6,0.207243,0.107942,0.330719,0.092824,9,0.280198,0.113412,0.504776,0.136926,6,0.253837,0.093259,0.373431,0.0708755
3254,8,0.269114,0.153613,0.577307,0.0472636,5,0.190261,0.110799,0.330586,0.0927773,9,0.280287,0.113419,0.504975,0.137122,6,0.25387,0.0932775,0.373617,0.0709642
3255,8,0.269142,0.153696,0.577423,0.0471718,6,0.207039,0.107974,0.330454,0.0927303,9,0.280377,0.113427,0.505173,0.137318,6,0.253903,0.0932962,0.373803,0.0710532
3256,8,0.269169,0.153779,0.577539,0.0470805,5,0.190072,0.11085,0.330321,0.0926833,9,0.241833,0.12167,0.505371,0.0622408,6,0.253936,0.0933152,0.373989,0.071142
3257,8,0.269197,0.153863,0.577654,0.0469894,6,0.206836,0.108006,0.330189,0.0926361,9,0.241951,0.121687,0.50557,0.0624246,6,0.253969,0.0933346,0.374175,0.071231
3258,8,0.269225,0.153946,0.57777,0.0468983,6,0.206735,0.108022,0.330058,0.0925892,8,0.264502,0.110155,0.505768,0.137907,6,0.254003,0.0933542,0.374361,0.07132
3259,8,0.269253,0.15403,0.577885,0.0468077,5,0.189791,0.110926,0.329926,0.0925426,9,0.242187,0.12172,0.505966,0.0627931,6,0.254036,0.093374,0.374548,0.0714095
3260,8,0.269281,0.154113,0.578,0.0467172,5,0.189697,0.110951,0.329796,0.0924958,11,0.255182,0.120686,0.506165,0.0629774,6,0.254069,0.0933941,0.374734,0.071499
3261,8,0.269309,0.154196,0.578114,0.046627,6,0.206432,0.10807,0.329666,0.0924487,9,0.263145,0.132126,0.506363,0.0631622,6,0.254103,0.0934143,0.374921,0.0715889
3262,8,0.269337,0.154279,0.578228,0.0465373,6,0.206331,0.108086,0.329536,0.0924018,9,0.263241,0.132118,0.506562,0.0633472,6,0.254137,0.0934349,0.375107,0.071679
3263,8,0.269365,0.154362,0.578342,0.0464476,6,0.206231,0.108102,0.329406,0.0923547,10,0.259335,0.125904,0.50676,0.0635323,6,0.25417,0.0934557,0.375294,0.071769
3264,8,0.269393,0.154445,0.578456,0.0463579,6,0.206131,0.108118,0.329276,0.0923077,9,0.271187,0.127396,0.506959,0.0637178,6,0.254204,0.093477,0.375481,0.0718588
3265,8,0.269421,0.154529,0.578569,0.0462682,5,0.189231,0.111078,0.329147,0.0922612,9,0.264931,0.131596,0.507157,0.0639033,6,0.254238,0.0934986,0.375668,0.0719485
3266,8,0.26945,0.154612,0.578683,0.0461791,5,0.189139,0.111103,0.329018,0.0922148,11,0.255677,0.120673,0.507356,0.0640888,6,0.254272,0.0935204,0.375856,0.0720385
3267,8,0.269478,0.154695,0.578796,0.0460904,5,0.189047,0.111128,0.32889,0.0921684,9,0.243659,0.121732,0.507555,0.0642747,6,0.254306,0.0935424,0.376043,0.0721287
3268,8,0.269507,0.154778,0.578909,0.0460018,5,0.188955,0.111154,0.328762,0.0921222,8,0.255015,0.124641,0.507753,0.0644606,6,0.25434,0.0935647,0.376231,0.0722194
3269,8,0.269536,0.154861,0.579022,0.0459139,6,0.205634,0.108198,0.328635,0.0920762,9,0.243838,0.121782,0.507952,0.0646466,6,0.254375,0.0935871,0.376419,0.0723103
3270,8,0.269564,0.154943,0.579134,0.0458262,6,0.205536,0.108214,0.328508,0.0920301,8,0.266314,0.110368,0.508151,0.14026,6,0.254409,0.0936099,0.376607,0.072401
3271,8,0.269593,0.155026,0.579247,0.0457387,6,0.205438,0.10823,0.328381,0.0919841,9,0.242657,0.122113,0.50835,0.0650191,6,0.254444,0.093633,0.376795,0.0724916
3272,8,0.269622,0.155109,0.579359,0.0456515,6,0.20534,0.108246,0.328254,0.0919383,9,0.242753,0.122137,0.508549,0.0652055,6,0.254478,0.0936565,0.376983,0.0725819
3273,8,0.269651,0.155192,0.579471,0.0455649,6,0.205242,0.108261,0.328128,0.0918925,9,0.242849,0.12216,0.508748,0.0653921,6,0.254513,0.0936803,0.377171,0.0726727
3274,8,0.26968,0.155274,0.579582,0.0454786,6,0.205144,0.108277,0.328002,0.0918471,8,0.25412,0.125184,0.508947,0.0655789,6,0.254548,0.0937042,0.377359,0.072764
3275,8,0.269709,0.155357,0.579694,0.0453926,6,0.205047,0.108293,0.327876,0.0918021,9,0.243042,0.122208,0.509146,0.065766,6,0.254583,0.0937283,0.377548,0.0728554
3276,8,0.269738,0.15544,0.579806,0.0453072,6,0.20495,0.108308,0.32775,0.0917569,9,0.243139,0.122232,0.509345,0.065953,6,0.254618,0.0937525,0.377737,0.0729474
3277,8,0.269767,0.155522,0.579917,0.0452218,6,0.204852,0.108324,0.327625,0.0917113,8,0.265372,0.111375,0.509544,0.14163,6,0.254654,0.0937769,0.377925,0.0730399
3278,8,0.269797,0.155605,0.580028,0.0451365,6,0.204755,0.108339,0.3275,0.0916663,9,0.26478,0.13201,0.509744,0.066328,6,0.254689,0.0938017,0.378114,0.0731325
3279,8,0.269826,0.155687,0.580138,0.0450517,6,0.204659,0.108355,0.327375,0.0916215,9,0.264876,0.132004,0.509943,0.0665159,6,0.254725,0.0938266,0.378304,0.0732254
3280,8,0.269856,0.15577,0.580249,0.0449673,6,0.204562,0.10837,0.32725,0.0915773,9,0.264972,0.131999,0.510142,0.066704,6,0.254761,0.0938517,0.378493,0.0733189
3281,8,0.269885,0.155853,0.58036,0.0448831,6,0.204466,0.108385,0.327126,0.0915334,9,0.265068,0.131993,0.510341,0.0668923,6,0.254796,0.0938769,0.378682,0.0734128
3282,8,0.269915,0.155935,0.580471,0.0447991,6,0.20437,0.108401,0.327002,0.0914894,8,0.279128,0.13358,0.51054,0.067081,6,0.254832,0.0939025,0.378872,0.0735065
3283,8,0.269945,0.156017,0.580581,0.044716,6,0.204275,0.108416,0.326878,0.091445,11,0.257082,0.120659,0.51074,0.0672697,6,0.254869,0.0939283,0.379061,0.0736005
3284,8,0.269975,0.156099,0.580691,0.0446337,6,0.204179,0.108431,0.326755,0.0914006,9,0.265405,0.13196,0.510939,0.0674585,6,0.254905,0.0939543,0.379251,0.073695
3285,8,0.270005,0.156182,0.580801,0.0445515,5,0.187428,0.111572,0.326633,0.0913568,9,0.272264,0.127522,0.511139,0.0676474,6,0.254941,0.0939806,0.379441,0.0737894
