iteration,c0,m0,s0,mx0,mn0,c1,m1,s1,mx1,mn1,c2,m2,s2,mx2,mn2,c3,m3,s3,mx3,mn3
588,7,0.212648,0.102563,0.360731,0.0984848,8,0.21854,0.0904308,0.319478,0.0210144,4,0.185733,0.077222,0.300133,0.0884312,8,0.157332,0.0746809,0.255839,0.0717416
589,7,0.212706,0.102648,0.360925,0.0986625,8,0.218639,0.0903825,0.319676,0.0211456,4,0.185699,0.0770854,0.299934,0.0886009,6,0.150892,0.073111,0.255908,0.0715661
590,7,0.212765,0.102732,0.361118,0.0988404,6,0.186112,0.0813568,0.275388,0.0212777,4,0.185665,0.0769487,0.299735,0.0887707,8,0.157291,0.0748521,0.255977,0.0713903
591,7,0.212824,0.102817,0.361312,0.0990183,8,0.218838,0.0902858,0.320072,0.0214109,4,0.185632,0.0768119,0.299535,0.0889411,7,0.14356,0.0701005,0.256046,0.0712148
592,7,0.212883,0.102902,0.361505,0.0991963,8,0.218938,0.0902373,0.320271,0.0215448,4,0.185598,0.076675,0.299336,0.0891116,7,0.143514,0.0701645,0.256115,0.0710392
593,7,0.212941,0.102987,0.361699,0.0993743,7,0.204547,0.0872714,0.31317,0.0216793,4,0.185564,0.076538,0.299137,0.0892825,7,0.143468,0.0702282,0.256184,0.0708638
594,7,0.213,0.103073,0.361892,0.0995525,6,0.192974,0.0889865,0.313106,0.0218149,4,0.18553,0.0764009,0.298938,0.0894537,7,0.143422,0.0702917,0.256253,0.0706883
595,7,0.21306,0.103158,0.362085,0.099731,8,0.219237,0.0900914,0.320865,0.0219513,4,0.185496,0.0762637,0.298739,0.0896254,7,0.143377,0.0703551,0.256322,0.0705127
596,7,0.213119,0.103244,0.362279,0.0999098,6,0.194588,0.0907462,0.321063,0.0220884,4,0.185462,0.0761265,0.29854,0.0897975,7,0.143332,0.0704183,0.25639,0.0703369
597,7,0.213178,0.10333,0.362472,0.100089,6,0.194766,0.090761,0.321261,0.0222265,4,0.185428,0.0759892,0.29834,0.0899697,7,0.143287,0.0704814,0.256459,0.0701609
598,7,0.213238,0.103417,0.362665,0.0999399,6,0.194943,0.0907755,0.321459,0.0223655,4,0.185394,0.0758519,0.298141,0.090142,7,0.143241,0.0705445,0.256527,0.0699849
599,7,0.213297,0.103503,0.362858,0.0997399,8,0.219637,0.0898957,0.321657,0.022505,4,0.18536,0.0757147,0.297942,0.0903143,7,0.143196,0.0706074,0.256595,0.0698089
600,7,0.213357,0.10359,0.363051,0.0995399,7,0.205149,0.0867359,0.312717,0.022645,4,0.185326,0.0755773,0.297743,0.0904869,7,0.143151,0.07067,0.256663,0.0696328
601,7,0.213417,0.103677,0.363243,0.0993399,6,0.187333,0.0807336,0.273189,0.0227854,4,0.185292,0.0754399,0.297543,0.0906598,7,0.143107,0.0707324,0.256731,0.0694566
602,7,0.213477,0.103764,0.363436,0.0991399,8,0.219938,0.0897488,0.32225,0.0229265,4,0.185258,0.0753025,0.297344,0.0908329,7,0.143062,0.0707947,0.256798,0.0692804
603,7,0.213537,0.103852,0.363629,0.09894,8,0.220039,0.0896996,0.322448,0.0230685,4,0.185224,0.0751649,0.297144,0.0910063,6,0.150527,0.0739102,0.256866,0.0691043
604,7,0.213597,0.103939,0.363822,0.09874,8,0.220139,0.0896504,0.322646,0.0232114,4,0.18519,0.0750272,0.296945,0.09118,8,0.157014,0.0760314,0.256933,0.0689284
605,7,0.213658,0.104027,0.364014,0.09854,8,0.22024,0.0896011,0.322844,0.0233551,4,0.185157,0.0748894,0.296746,0.0913538,8,0.156995,0.0761144,0.257,0.0687526
606,7,0.213718,0.104115,0.364207,0.09834,6,0.187893,0.0804484,0.27219,0.0234997,4,0.185123,0.0747517,0.296546,0.0915278,8,0.156976,0.0761974,0.257067,0.068577
607,7,0.213779,0.104203,0.364399,0.0981401,8,0.220441,0.0895023,0.323239,0.0236448,4,0.185089,0.0746139,0.296347,0.0917018,8,0.156957,0.07628,0.257133,0.0684013
608,7,0.213839,0.104291,0.364592,0.0979401,7,0.205842,0.0861182,0.312183,0.0237907,4,0.185055,0.074476,0.296147,0.0918763,7,0.142798,0.0711654,0.257199,0.0682258
609,7,0.2139,0.10438,0.364784,0.0977401,7,0.205929,0.0860405,0.312115,0.0239372,4,0.185022,0.0743381,0.295947,0.0920508,7,0.142754,0.0712265,0.257265,0.0680501
610,7,0.213961,0.104469,0.364977,0.0975402,6,0.188344,0.0802193,0.27139,0.0240841,4,0.184988,0.0742002,0.295748,0.0922255,7,0.142711,0.0712874,0.25733,0.0678741
611,7,0.214022,0.104558,0.365169,0.0973402,8,0.220844,0.0893045,0.32403,0.0242314,4,0.184954,0.0740622,0.295548,0.0924003,7,0.142667,0.0713481,0.257396,0.0676981
612,7,0.214083,0.104647,0.365361,0.0971403,8,0.220945,0.089255,0.324228,0.0243795,4,0.184921,0.0739242,0.295349,0.0925752,7,0.142624,0.0714087,0.257461,0.0675222
613,7,0.214145,0.104736,0.365553,0.0969403,7,0.206277,0.0857297,0.311842,0.0245278,4,0.184887,0.0737861,0.295149,0.0927505,7,0.142581,0.0714689,0.257527,0.0673464
614,7,0.214206,0.104826,0.365745,0.0967404,8,0.221146,0.0891563,0.324623,0.0246768,4,0.184853,0.0736481,0.29495,0.0929259,7,0.142538,0.071529,0.257592,0.0671705
615,7,0.214267,0.104915,0.365937,0.0965405,8,0.221247,0.0891069,0.324821,0.0248263,4,0.18482,0.0735101,0.29475,0.0931013,7,0.142495,0.071589,0.257657,0.0669944
616,7,0.214329,0.105005,0.366129,0.0963405,7,0.206539,0.0854962,0.311636,0.0249766,4,0.184786,0.0733721,0.29455,0.0932767,7,0.142452,0.0716488,0.257721,0.0668185
617,7,0.214391,0.105095,0.366321,0.0961406,7,0.206626,0.0854183,0.311566,0.0251271,4,0.184752,0.0732341,0.294351,0.0934523,7,0.142409,0.0717084,0.257785,0.0666423
618,6,0.195029,0.101327,0.366513,0.0959407,6,0.189249,0.0797615,0.26979,0.0252781,4,0.184718,0.0730961,0.294151,0.0936282,7,0.142367,0.071768,0.257849,0.066466
619,6,0.195092,0.101437,0.366704,0.0957408,8,0.221652,0.0889092,0.32561,0.0254299,4,0.184684,0.0729579,0.293951,0.0938044,7,0.142324,0.0718275,0.257913,0.0662896
620,6,0.195154,0.101547,0.366896,0.095541,6,0.196471,0.0877846,0.311356,0.0255823,4,0.18465,0.0728197,0.293752,0.0939808,7,0.142281,0.0718869,0.257976,0.0661132
621,6,0.195216,0.101657,0.367088,0.0953411,6,0.196606,0.0877358,0.311285,0.0257352,4,0.184617,0.0726815,0.293552,0.0941572,7,0.142239,0.0719463,0.25804,0.0659367
622,6,0.195278,0.101767,0.367279,0.0951413,6,0.196742,0.0876869,0.311214,0.0258884,4,0.184583,0.0725432,0.293352,0.0943339,7,0.142197,0.0720054,0.258104,0.06576
623,6,0.195341,0.101877,0.36747,0.0949415,6,0.196877,0.087638,0.311143,0.0260419,4,0.184549,0.0724048,0.293152,0.0945107,7,0.142155,0.0720643,0.258166,0.0655832
624,6,0.195403,0.101987,0.367662,0.0947417,6,0.197012,0.087589,0.311072,0.0261962,4,0.184516,0.0722663,0.292952,0.094688,7,0.142112,0.072123,0.258229,0.0654062
625,6,0.195465,0.102098,0.367853,0.0945419,8,0.222259,0.088613,0.326793,0.0263511,4,0.184482,0.0721278,0.292753,0.0948655,6,0.149988,0.0750981,0.258291,0.0652292
626,6,0.195528,0.102208,0.368044,0.0943421,8,0.22236,0.0885637,0.32699,0.0265065,4,0.184449,0.0719892,0.292553,0.0950433,6,0.149965,0.0751504,0.258353,0.0650519
627,6,0.19559,0.102319,0.368234,0.0941424,7,0.207501,0.0846374,0.31086,0.0266622,4,0.184416,0.0718506,0.292353,0.0952211,8,0.156596,0.0778956,0.25886,0.0648746
628,6,0.195653,0.10243,0.368425,0.0939427,6,0.190389,0.0791906,0.26779,0.0268182,4,0.184382,0.071712,0.292153,0.0953993,8,0.156579,0.0779748,0.259013,0.0646973
629,6,0.195715,0.10254,0.368616,0.0937429,8,0.222665,0.0884164,0.327581,0.0269746,4,0.184349,0.0715734,0.291953,0.0955777,7,0.141994,0.0725594,0.259166,0.0645199
630,6,0.195778,0.102652,0.368807,0.0935432,8,0.222766,0.0883673,0.327778,0.0271318,4,0.184315,0.0714346,0.291753,0.0957564,7,0.141966,0.0726385,0.259319,0.0643426
631,6,0.195841,0.102763,0.368997,0.0933435,8,0.222868,0.0883183,0.327975,0.0272893,4,0.184282,0.0712959,0.291553,0.0959354,8,0.156528,0.0782114,0.259471,0.0641653
632,6,0.195903,0.102874,0.369188,0.0931438,7,0.20794,0.0842473,0.3105,0.027447,4,0.184248,0.0711571,0.291354,0.0961145,7,0.14191,0.0727961,0.259624,0.0639882
633,6,0.195966,0.102986,0.369379,0.0929441,7,0.208028,0.0841695,0.310428,0.0276049,4,0.184215,0.0710182,0.291154,0.0962939,7,0.141882,0.0728747,0.259776,0.0638108
634,6,0.196029,0.103097,0.369569,0.0927444,7,0.208116,0.0840917,0.310356,0.0277633,4,0.184181,0.0708793,0.290954,0.0964738,7,0.141854,0.0729534,0.259929,0.0636333
635,6,0.196092,0.103209,0.36976,0.0925447,7,0.208204,0.0840137,0.310283,0.0279224,4,0.184148,0.0707403,0.290754,0.0966538,7,0.141827,0.073032,0.260081,0.0634558
636,9,0.292912,0.14455,0.487577,0.0923451,6,0.191306,0.078738,0.266191,0.0280818,4,0.184114,0.0706014,0.290554,0.096834,7,0.141799,0.0731106,0.260234,0.0632783
637,6,0.196218,0.103433,0.370141,0.0921455,8,0.223477,0.0880256,0.329155,0.0282416,4,0.18408,0.0704625,0.290354,0.0970143,7,0.141771,0.073189,0.260386,0.0631009
638,6,0.196281,0.103545,0.370332,0.0919458,8,0.223578,0.087977,0.329352,0.0284014,4,0.184047,0.0703236,0.290154,0.097195,8,0.156411,0.0787591,0.260538,0.0629235
639,6,0.196344,0.103657,0.370522,0.0917462,7,0.208556,0.0837019,0.309987,0.0285614,4,0.184013,0.0701846,0.289954,0.0973758,7,0.141717,0.0733452,0.26069,0.0627462
640,6,0.196408,0.103769,0.370712,0.0915466,6,0.191765,0.0785138,0.265391,0.0287215,4,0.183979,0.0700457,0.289754,0.0975567,8,0.156379,0.0789144,0.260842,0.0625688
641,6,0.196471,0.103882,0.370903,0.0913469,8,0.223882,0.0878318,0.32994,0.0288817,4,0.183946,0.0699067,0.289554,0.0977376,7,0.146347,0.0795526,0.260994,0.0623914
642,6,0.196535,0.103994,0.371093,0.0911473,6,0.202853,0.0912223,0.330137,0.0290422,4,0.183912,0.0697676,0.289354,0.0979189,7,0.146332,0.0796412,0.261145,0.062214
643,6,0.196598,0.104107,0.371283,0.0909478,6,0.203034,0.0912291,0.330333,0.0292029,4,0.183878,0.0696286,0.289154,0.0981005,7,0.146317,0.0797296,0.261296,0.0620368
644,6,0.196662,0.10422,0.371473,0.0907482,6,0.203215,0.0912358,0.330529,0.0293641,4,0.183845,0.0694895,0.288954,0.0982822,7,0.146302,0.0798178,0.261447,0.0618595
645,6,0.196725,0.104332,0.371662,0.0905487,8,0.224288,0.08764,0.330725,0.0295254,4,0.183811,0.0693504,0.288754,0.0984643,7,0.146287,0.0799059,0.261598,0.0616821
646,6,0.196789,0.104445,0.371852,0.0903492,7,0.209171,0.08316,0.309464,0.0296871,4,0.183778,0.0692112,0.288554,0.0986466,7,0.146273,0.0799939,0.261748,0.0615045
647,6,0.196853,0.104558,0.372041,0.0901497,8,0.224492,0.0875446,0.331117,0.0298489,4,0.183744,0.069072,0.288354,0.098829,7,0.146258,0.0800817,0.261898,0.061327
648,6,0.196916,0.104671,0.372231,0.0899503,7,0.209347,0.0830059,0.309313,0.0300109,4,0.183711,0.0689327,0.288154,0.0990117,8,0.156251,0.0795285,0.262048,0.0611495
649,6,0.19698,0.104785,0.37242,0.089751,6,0.192802,0.078017,0.263594,0.0301732,4,0.183678,0.0687934,0.287954,0.0991947,7,0.141449,0.0741144,0.262199,0.0609722
650,6,0.197044,0.104898,0.372609,0.0895516,6,0.192917,0.0779625,0.263394,0.0303357,4,0.183644,0.068654,0.287754,0.0993778,7,0.141423,0.0741904,0.262349,0.0607948
651,6,0.197107,0.105011,0.372798,0.0893523,6,0.193033,0.077908,0.263194,0.0304983,4,0.183611,0.0685147,0.287554,0.0995609,7,0.141397,0.0742662,0.262499,0.0606177
652,6,0.197171,0.105125,0.372987,0.089153,6,0.193148,0.0778537,0.262995,0.0306611,4,0.183578,0.0683754,0.287354,0.0997443,7,0.141372,0.0743419,0.262649,0.0604408
653,6,0.197235,0.105238,0.373175,0.0889537,8,0.225101,0.087261,0.332291,0.0308243,4,0.183544,0.068236,0.287154,0.0999277,7,0.141346,0.0744174,0.262798,0.0602636
654,6,0.197299,0.105352,0.373364,0.0887544,7,0.209876,0.0825455,0.308857,0.0309877,4,0.183511,0.0680967,0.286954,0.100111,7,0.141321,0.0744929,0.262948,0.0600865
655,6,0.197363,0.105466,0.373553,0.0885552,7,0.209964,0.082469,0.30878,0.0311515,4,0.183478,0.0679574,0.286754,0.100295,7,0.141296,0.0745683,0.263098,0.0599092
656,6,0.197427,0.10558,0.373741,0.0883559,6,0.19361,0.0776377,0.262196,0.0313156,4,0.183444,0.067818,0.286554,0.100479,7,0.141271,0.0746436,0.263247,0.0597322
657,6,0.197491,0.105694,0.373929,0.0881567,8,0.225507,0.087074,0.333073,0.0314798,4,0.183411,0.0676786,0.286354,0.100663,7,0.141246,0.0747186,0.263396,0.059555
658,6,0.197555,0.105808,0.374117,0.0879575,6,0.201634,0.0858693,0.308548,0.0316445,4,0.183378,0.0675393,0.286154,0.100847,7,0.141221,0.0747936,0.263545,0.0593776
659,6,0.197619,0.105922,0.374306,0.0877584,8,0.22571,0.0869809,0.333464,0.0318096,4,0.183345,0.0673998,0.285954,0.101032,6,0.149793,0.0776033,0.263693,0.0592003
660,6,0.197683,0.106036,0.374494,0.0875593,6,0.206117,0.0913306,0.333659,0.0319752,4,0.183312,0.0672604,0.285754,0.101217,8,0.156076,0.080431,0.263841,0.0590233
661,6,0.197747,0.106151,0.374681,0.0873603,8,0.225913,0.0868881,0.333854,0.0321409,4,0.183278,0.0671209,0.285554,0.101402,8,0.156062,0.0805051,0.263989,0.058846
662,6,0.197811,0.106265,0.374869,0.0871613,8,0.226015,0.0868419,0.334049,0.0323068,4,0.183245,0.0669814,0.285355,0.101587,7,0.165597,0.0817994,0.264137,0.0586686
663,6,0.197876,0.10638,0.375057,0.0869624,7,0.21067,0.0818591,0.308157,0.0324726,4,0.183212,0.066842,0.285155,0.101772,6,0.149154,0.0769772,0.260572,0.0584913
664,6,0.19794,0.106494,0.375245,0.0867635,8,0.226218,0.0867502,0.33444,0.0326385,4,0.183179,0.0667026,0.284955,0.101958,6,0.149134,0.077024,0.26063,0.0583139
665,6,0.198004,0.106609,0.375432,0.0865646,7,0.210846,0.0817079,0.308001,0.0328048,4,0.183146,0.0665632,0.284755,0.102144,8,0.156008,0.0808003,0.264579,0.0581365
666,6,0.198069,0.106724,0.37562,0.0863657,6,0.202724,0.0854548,0.307923,0.0329714,4,0.183112,0.0664238,0.284555,0.10233,8,0.155994,0.0808736,0.264726,0.0579593
667,6,0.198133,0.106838,0.375807,0.0861668,8,0.226523,0.0866136,0.335025,0.0331385,4,0.183079,0.0662843,0.284355,0.102516,7,0.165618,0.0821312,0.264873,0.0577818
668,6,0.198198,0.106953,0.375994,0.085968,8,0.226625,0.0865682,0.33522,0.033306,4,0.183046,0.0661448,0.284155,0.102703,8,0.155968,0.0810199,0.26502,0.0576042
669,6,0.198263,0.107068,0.376181,0.0857691,8,0.226727,0.086523,0.335415,0.0334737,4,0.183013,0.0660052,0.283955,0.102889,6,0.149745,0.078291,0.265167,0.0574265
670,6,0.198327,0.107183,0.376368,0.0855704,8,0.226829,0.086478,0.33561,0.0336415,4,0.18298,0.0658657,0.283756,0.103076,6,0.14974,0.0783592,0.265314,0.0572487
671,6,0.198392,0.107298,0.376555,0.0853717,7,0.211377,0.0812564,0.307534,0.0338098,4,0.182947,0.0657262,0.283556,0.103264,7,0.140915,0.0757563,0.26546,0.0570711
672,6,0.198457,0.107413,0.376741,0.0851731,6,0.195467,0.0767933,0.259007,0.0339781,4,0.182914,0.0655867,0.283356,0.103451,8,0.155917,0.0813105,0.265607,0.0568934
673,6,0.198522,0.107529,0.376927,0.0849745,6,0.195583,0.0767414,0.25908,0.0341466,4,0.182881,0.0654472,0.283156,0.103638,7,0.140211,0.074828,0.26114,0.0567155
674,6,0.198586,0.107644,0.377114,0.084776,6,0.195699,0.0766898,0.259226,0.0343153,4,0.182848,0.0653078,0.282956,0.103826,7,0.140176,0.0748795,0.261195,0.0565376
675,6,0.198651,0.107759,0.3773,0.0845776,8,0.227337,0.0862544,0.336585,0.0344843,4,0.182815,0.0651684,0.282756,0.104014,7,0.140141,0.0749308,0.26125,0.0563598
676,6,0.198717,0.107875,0.377486,0.0843791,7,0.211819,0.0808827,0.307141,0.0346535,4,0.182782,0.0650289,0.282557,0.104202,7,0.140107,0.0749819,0.261305,0.0561821
677,6,0.198782,0.10799,0.377672,0.0841807,8,0.22754,0.0861659,0.336974,0.0348227,4,0.182749,0.0648894,0.282357,0.10439,7,0.140072,0.0750327,0.261359,0.0560047
678,6,0.198847,0.108106,0.377858,0.0839824,8,0.227642,0.0861219,0.337169,0.0349919,4,0.182716,0.06475,0.282157,0.104578,8,0.155843,0.0817409,0.266484,0.0558274
679,6,0.198912,0.108221,0.378044,0.0837841,7,0.212083,0.0806599,0.306904,0.0351613,4,0.182683,0.0646105,0.281957,0.104766,7,0.140003,0.0751336,0.261467,0.0556503
680,6,0.198977,0.108337,0.378229,0.0835858,6,0.196396,0.0763828,0.260094,0.0353308,4,0.18265,0.064471,0.281757,0.104955,8,0.155819,0.0818828,0.266775,0.0554731
681,6,0.199043,0.108453,0.378415,0.0833876,6,0.196512,0.0763323,0.260238,0.0355003,4,0.182617,0.0643317,0.281557,0.105144,7,0.139934,0.0752338,0.261573,0.0552957
682,6,0.199108,0.108569,0.3786,0.0831895,8,0.228047,0.0859473,0.337947,0.0356699,4,0.182584,0.0641922,0.281358,0.105332,7,0.139899,0.0752837,0.261627,0.0551185
683,6,0.199173,0.108685,0.378786,0.0829913,7,0.212435,0.0803645,0.306585,0.0358394,4,0.182551,0.0640529,0.281158,0.105521,7,0.139865,0.0753334,0.26168,0.0549411
684,6,0.199239,0.108801,0.378971,0.0827932,8,0.22825,0.0858609,0.338336,0.0360091,4,0.182518,0.0639135,0.280958,0.105711,8,0.155772,0.0821643,0.267357,0.0547636
685,6,0.199304,0.108917,0.379156,0.0825952,8,0.228351,0.0858179,0.33853,0.0361791,4,0.182485,0.0637741,0.280758,0.1059,7,0.165702,0.0832943,0.267501,0.0545862
686,6,0.19937,0.109034,0.379341,0.0823972,6,0.210842,0.091433,0.338724,0.0363494,4,0.182452,0.0636347,0.280559,0.10609,7,0.140594,0.0768384,0.267645,0.0544088
687,6,0.199436,0.10915,0.379526,0.0821993,6,0.211023,0.0914358,0.338918,0.0365198,4,0.182419,0.0634954,0.280359,0.106279,7,0.140574,0.0769092,0.26779,0.0542313
688,6,0.199501,0.109267,0.379711,0.0820014,6,0.211205,0.0914386,0.339112,0.0366906,4,0.182386,0.0633561,0.280159,0.106469,7,0.140554,0.0769799,0.267934,0.0540539
689,6,0.199567,0.109383,0.379896,0.0818036,8,0.228755,0.0856469,0.339306,0.0368617,4,0.182353,0.0632167,0.279959,0.106659,7,0.140534,0.0770506,0.268078,0.0538766
690,6,0.199633,0.109499,0.38008,0.0816059,6,0.205987,0.0842011,0.306017,0.0370327,4,0.18232,0.0630775,0.27976,0.106849,7,0.140514,0.0771211,0.268222,0.0536995
691,6,0.199699,0.109616,0.380264,0.0814081,6,0.206123,0.0841484,0.305935,0.037204,4,0.182287,0.0629382,0.27956,0.10704,7,0.140495,0.0771916,0.268366,0.0535224
692,6,0.199764,0.109732,0.380448,0.0812104,6,0.206258,0.0840956,0.305852,0.0373755,4,0.182254,0.062799,0.27936,0.10723,7,0.140476,0.077262,0.26851,0.0533451
693,6,0.19983,0.109849,0.380632,0.0810128,6,0.206394,0.0840428,0.30577,0.0375473,4,0.182221,0.0626598,0.279161,0.107421,8,0.155674,0.0827877,0.268654,0.053168
694,6,0.199896,0.109966,0.380816,0.0808152,8,0.22926,0.0854359,0.340275,0.037719,4,0.182188,0.0625207,0.278961,0.107611,8,0.155664,0.0828563,0.268798,0.052991
695,6,0.199963,0.110083,0.381,0.0806178,6,0.198136,0.0756412,0.26224,0.0378911,4,0.182155,0.0623815,0.278761,0.107802,7,0.13947,0.0759176,0.262299,0.0528141
696,6,0.200029,0.110199,0.381183,0.0804205,8,0.229462,0.0853525,0.340662,0.0380636,4,0.182122,0.0622423,0.278561,0.107993,7,0.139438,0.0759653,0.26235,0.0526374
697,6,0.200095,0.110316,0.381367,0.0802232,6,0.212838,0.0914595,0.340856,0.0382364,4,0.182088,0.0621033,0.278362,0.108184,7,0.139407,0.0760128,0.262399,0.0524609
698,6,0.200161,0.110433,0.38155,0.0800258,8,0.229664,0.0852695,0.341049,0.038409,4,0.182055,0.0619643,0.278162,0.108375,7,0.139375,0.07606,0.262449,0.0522847
699,6,0.200227,0.11055,0.381733,0.0798286,8,0.229765,0.0852282,0.341242,0.0385821,4,0.182022,0.0618253,0.277963,0.108567,8,0.155616,0.0831961,0.269516,0.0521082
700,6,0.200293,0.110667,0.381916,0.0796315,8,0.229866,0.085187,0.341435,0.0387552,4,0.181988,0.0616864,0.277763,0.108758,8,0.155607,0.0832634,0.269659,0.0519317
701,6,0.20036,0.110784,0.382099,0.0794344,7,0.214015,0.0790563,0.305104,0.0389286,4,0.181955,0.0615476,0.277563,0.108949,7,0.139282,0.0762009,0.262596,0.0517553
702,6,0.200426,0.110902,0.382282,0.0792374,8,0.230068,0.0851052,0.341821,0.0391019,4,0.181921,0.0614088,0.277364,0.109141,7,0.139252,0.0762475,0.262644,0.0515789
703,6,0.200493,0.111019,0.382465,0.0790403,6,0.213927,0.0914697,0.342014,0.0392753,4,0.181888,0.06127,0.277164,0.109332,8,0.15558,0.0834644,0.270087,0.0514025
704,6,0.200559,0.111136,0.382648,0.0788434,6,0.214108,0.0914713,0.342207,0.0394488,4,0.181855,0.0611313,0.276965,0.109524,7,0.140261,0.0780962,0.270229,0.051226
705,6,0.200626,0.111254,0.382831,0.0786465,6,0.214289,0.0914727,0.3424,0.0396223,4,0.181822,0.0609925,0.276765,0.109716,7,0.140244,0.0781646,0.270371,0.0510496
706,6,0.200692,0.111371,0.383014,0.0784497,8,0.230471,0.0849437,0.342592,0.0397962,4,0.181788,0.0608539,0.276566,0.109908,7,0.140227,0.078233,0.270513,0.050873
707,6,0.200759,0.111489,0.383196,0.078253,7,0.214541,0.0786297,0.304601,0.0399703,4,0.181755,0.0607154,0.276366,0.110099,7,0.14021,0.0783014,0.270655,0.0506964
708,6,0.200826,0.111606,0.383379,0.0780564,8,0.230672,0.0848637,0.342977,0.0401448,4,0.181722,0.0605769,0.276167,0.110291,7,0.140194,0.0783696,0.270797,0.05052
709,6,0.200892,0.111724,0.383561,0.0778597,8,0.230773,0.0848238,0.34317,0.0403193,4,0.181688,0.0604384,0.275968,0.110484,8,0.155528,0.0838619,0.270938,0.0503434
710,6,0.200959,0.111841,0.383744,0.0776632,8,0.230873,0.0847842,0.343362,0.040494,4,0.181655,0.0603,0.275768,0.110676,8,0.15552,0.0839276,0.27108,0.0501668
711,6,0.201026,0.111959,0.383926,0.0774666,8,0.230974,0.0847449,0.343554,0.0406685,4,0.181622,0.0601616,0.275569,0.110868,8,0.155512,0.083993,0.271221,0.0499899
712,6,0.201093,0.112076,0.384108,0.0772701,8,0.231075,0.0847056,0.343746,0.0408431,4,0.181589,0.0600232,0.27537,0.111061,7,0.14013,0.0786407,0.271362,0.0498131
713,6,0.201159,0.112194,0.38429,0.0770737,6,0.209099,0.0829854,0.304094,0.041018,4,0.181556,0.0598849,0.27517,0.111254,7,0.140114,0.0787082,0.271502,0.0496362
714,6,0.201226,0.112312,0.384472,0.0768775,6,0.209233,0.0829325,0.304009,0.041193,4,0.181522,0.0597467,0.274971,0.111447,7,0.140099,0.0787753,0.271642,0.0494595
715,6,0.201293,0.11243,0.384654,0.0766813,6,0.209368,0.0828798,0.303924,0.0413679,4,0.181489,0.0596085,0.274772,0.11164,7,0.140084,0.0788423,0.271782,0.0492826
716,6,0.201361,0.112548,0.384836,0.0764852,8,0.231477,0.08455,0.344512,0.041543,4,0.181456,0.0594704,0.274573,0.111833,8,0.155473,0.0843176,0.271921,0.0491058
717,6,0.201428,0.112666,0.385019,0.0762891,7,0.215416,0.0779303,0.303754,0.0417178,4,0.181422,0.0593323,0.274373,0.112026,7,0.140053,0.0789757,0.27206,0.0489292
718,6,0.201495,0.112784,0.3852,0.076093,7,0.215504,0.0778615,0.303669,0.0418926,4,0.181389,0.0591943,0.274174,0.112219,7,0.140038,0.079042,0.272199,0.0487525
719,6,0.201562,0.112902,0.385382,0.0758971,8,0.234188,0.0878409,0.364362,0.0420675,4,0.181356,0.0590564,0.273975,0.112412,8,0.15545,0.0845096,0.272337,0.0485756
720,6,0.201629,0.11302,0.385564,0.0757012,9,0.246611,0.0898221,0.364473,0.0422422,4,0.181323,0.0589185,0.273776,0.112606,6,0.148159,0.0794024,0.263487,0.0483986
721,6,0.201697,0.113138,0.385745,0.0755054,8,0.234368,0.0877439,0.364585,0.0424171,4,0.181289,0.0587808,0.273577,0.112799,6,0.148144,0.079441,0.263533,0.0482215
722,6,0.201764,0.113257,0.385926,0.0753097,9,0.246815,0.0897627,0.364696,0.0425923,4,0.181256,0.0586431,0.273378,0.112993,6,0.148129,0.0794797,0.263578,0.0480446
723,6,0.201832,0.113375,0.386108,0.0751142,8,0.23218,0.0842857,0.345852,0.0427675,4,0.181222,0.0585055,0.273179,0.113186,8,0.155421,0.0847629,0.272887,0.0478679
724,6,0.201899,0.113493,0.386289,0.0749188,6,0.201507,0.0743144,0.266317,0.0429431,4,0.181189,0.0583679,0.27298,0.11338,8,0.155414,0.0848257,0.273024,0.0476913
725,6,0.201967,0.113611,0.38647,0.0747234,7,0.216116,0.0773844,0.303068,0.0431189,4,0.181155,0.0582305,0.272781,0.113574,6,0.146074,0.0810822,0.263711,0.0475146
726,6,0.202034,0.11373,0.386651,0.074528,8,0.232481,0.0841748,0.346425,0.0432947,4,0.181122,0.0580931,0.272582,0.113768,7,0.138558,0.0773191,0.263754,0.0473382
727,6,0.202102,0.113848,0.386832,0.0743328,6,0.210986,0.0822501,0.302895,0.0434706,4,0.181088,0.0579558,0.272383,0.113962,7,0.138532,0.0773616,0.263797,0.0471617
728,6,0.20217,0.113967,0.387013,0.0741376,6,0.21112,0.0821977,0.302808,0.0436465,4,0.181055,0.0578185,0.272184,0.114157,7,0.138505,0.0774038,0.26384,0.0469852
729,6,0.202238,0.114085,0.387194,0.0739424,8,0.232781,0.0840654,0.346997,0.0438225,4,0.181022,0.0576813,0.271986,0.114351,6,0.148027,0.079745,0.263883,0.0468087
730,6,0.202305,0.114204,0.387375,0.0737472,7,0.216551,0.0770479,0.302633,0.0439986,4,0.180988,0.0575442,0.271787,0.114546,6,0.148013,0.0797823,0.263925,0.0466322
731,9,0.300486,0.154155,0.504134,0.0735522,7,0.216638,0.076981,0.302545,0.0441749,4,0.180955,0.0574072,0.271588,0.11474,6,0.147998,0.0798194,0.263966,0.0464557
732,6,0.202441,0.114441,0.387736,0.0733575,7,0.216725,0.0769143,0.302458,0.0443511,4,0.180921,0.0572702,0.271389,0.114935,6,0.147984,0.0798565,0.264008,0.046279
