iteration,c0,m0,s0,mx0,mn0
120,5,0.146938,0.0887723,0.268107,0.0439783
121,5,0.147054,0.0887084,0.268305,0.0441562
122,5,0.14717,0.0886446,0.268503,0.0443343
123,5,0.147286,0.0885811,0.268701,0.0445126
124,5,0.147402,0.0885177,0.268899,0.044691
125,5,0.147519,0.0884545,0.269097,0.0448699
126,5,0.147635,0.0883914,0.269295,0.045049
127,5,0.147752,0.0883285,0.269493,0.0452282
128,5,0.147868,0.0882658,0.269691,0.0454078
129,5,0.147985,0.0882033,0.269889,0.0455879
130,5,0.148102,0.0881409,0.270086,0.0457682
131,5,0.148219,0.0880787,0.270284,0.0459489
132,5,0.148336,0.0880166,0.270482,0.0461301
133,5,0.148454,0.0879546,0.270679,0.0463115
134,5,0.148571,0.0878927,0.270877,0.0464933
135,5,0.148688,0.087831,0.271074,0.0466752
136,5,0.148806,0.0877695,0.271272,0.0468573
137,5,0.148924,0.0877081,0.271469,0.0470395
138,5,0.149041,0.0876468,0.271666,0.0472222
139,5,0.149159,0.0875857,0.271864,0.0474053
140,5,0.149277,0.0875247,0.272061,0.0475886
141,5,0.149395,0.0874638,0.272258,0.0477723
142,5,0.149513,0.0874031,0.272455,0.0479563
143,5,0.149632,0.0873425,0.272651,0.0481406
144,5,0.14975,0.0872821,0.272848,0.0483254
145,5,0.149868,0.0872219,0.273045,0.0485103
146,5,0.149987,0.0871618,0.273242,0.0486955
147,5,0.150105,0.087102,0.273439,0.0488808
148,5,0.150224,0.0870423,0.273635,0.0490666
149,5,0.150343,0.0869827,0.273832,0.0492527
150,5,0.150462,0.0869234,0.274029,0.0494389
151,5,0.150581,0.0868641,0.274225,0.0496253
152,5,0.1507,0.0868051,0.274422,0.0498121
153,5,0.15082,0.0867463,0.274619,0.0499991
154,5,0.150939,0.0866877,0.274815,0.0501864
155,5,0.151059,0.0866292,0.275012,0.0503739
156,5,0.151179,0.086571,0.275209,0.0505617
157,5,0.151298,0.0865128,0.275405,0.0507498
158,5,0.151419,0.0864548,0.275602,0.0509382
159,5,0.151539,0.0863971,0.275798,0.0511266
160,5,0.151659,0.0863395,0.275995,0.0513152
161,5,0.151779,0.086282,0.276191,0.0515041
162,5,0.151899,0.0862247,0.276387,0.0516932
163,5,0.15202,0.0861675,0.276583,0.0518826
164,5,0.15214,0.0861106,0.276779,0.0520721
165,5,0.152261,0.0860538,0.276975,0.0522619
166,5,0.152381,0.0859972,0.277171,0.0524518
167,5,0.152502,0.0859407,0.277366,0.0526417
168,5,0.152623,0.0858844,0.277562,0.052832
169,5,0.152743,0.0858283,0.277758,0.0530223
170,5,0.152864,0.0857725,0.277953,0.0532128
171,5,0.152985,0.0857168,0.278149,0.0534034
172,5,0.153106,0.0856613,0.278344,0.0535941
173,5,0.153228,0.0856059,0.27854,0.053785
174,5,0.153349,0.0855508,0.278735,0.053976
175,5,0.15347,0.0854959,0.278931,0.0541671
176,5,0.153592,0.0854412,0.279126,0.0543584
177,5,0.153713,0.0853866,0.279321,0.05455
178,5,0.153835,0.0853322,0.279516,0.0547418
179,5,0.153956,0.085278,0.279712,0.0549338
180,5,0.154078,0.0852241,0.279907,0.0551258
181,5,0.1542,0.0851703,0.280102,0.0553181
182,5,0.154322,0.0851168,0.280297,0.0555107
183,5,0.154444,0.0850634,0.280492,0.0557034
184,5,0.154566,0.0850103,0.280687,0.0558962
185,5,0.154688,0.0849574,0.280882,0.0560891
186,5,0.15481,0.0849047,0.281077,0.0562821
187,5,0.154933,0.0848522,0.281272,0.0564752
188,5,0.155055,0.0847999,0.281467,0.0566685
189,5,0.155178,0.0847478,0.281661,0.0568619
190,5,0.1553,0.084696,0.281856,0.0570554
191,5,0.155423,0.0846445,0.282051,0.0572489
192,5,0.155546,0.0845931,0.282245,0.0574425
193,5,0.155668,0.0845419,0.28244,0.0576363
194,5,0.155791,0.0844909,0.282634,0.0578302
195,5,0.155914,0.08444,0.282828,0.0580244
196,5,0.156037,0.0843894,0.283022,0.0582186
197,5,0.156159,0.0843388,0.283216,0.058413
198,5,0.156282,0.0842885,0.28341,0.0586076
199,5,0.156405,0.0842383,0.283604,0.0588023
200,5,0.156528,0.0841884,0.283798,0.0589972
201,5,0.156651,0.0841387,0.283991,0.0591921
202,5,0.156774,0.0840891,0.284185,0.0593871
203,5,0.156897,0.0840397,0.284378,0.0595823
204,5,0.15702,0.0839906,0.284572,0.0597775
205,5,0.157143,0.0839416,0.284765,0.0599728
206,5,0.157266,0.0838929,0.284958,0.0601681
207,5,0.157389,0.0838444,0.285152,0.0603634
208,5,0.157512,0.0837961,0.285345,0.0605588
209,5,0.157635,0.083748,0.285538,0.0607543
210,5,0.157759,0.0837001,0.285731,0.0609498
211,5,0.157882,0.0836524,0.285924,0.0611454
212,5,0.158006,0.083605,0.286117,0.0613412
213,5,0.158129,0.0835577,0.286309,0.061537
214,5,0.158253,0.0835108,0.286502,0.061733
215,5,0.158377,0.083464,0.286695,0.061929
216,5,0.158501,0.0834175,0.286887,0.0621251
217,5,0.158625,0.0833712,0.28708,0.0623212
218,5,0.158748,0.0833251,0.287272,0.0625175
219,5,0.158872,0.0832793,0.287464,0.0627137
220,5,0.158996,0.0832336,0.287656,0.0629099
221,5,0.15912,0.0831881,0.287849,0.0631063
222,5,0.159244,0.0831429,0.288041,0.0633027
223,5,0.159369,0.0830979,0.288233,0.0634992
224,5,0.159493,0.0830532,0.288425,0.0636956
225,5,0.159617,0.0830086,0.288617,0.0638921
226,5,0.159741,0.0829642,0.288808,0.0640886
227,5,0.159865,0.08292,0.289,0.064285
228,5,0.15999,0.082876,0.289192,0.0644817
229,5,0.160114,0.0828321,0.289383,0.0646783
230,5,0.160239,0.0827886,0.289575,0.064875
231,5,0.160363,0.0827452,0.289767,0.0650717
232,5,0.160487,0.082702,0.289958,0.0652686
233,5,0.160612,0.082659,0.290149,0.0654654
234,5,0.160737,0.0826163,0.290341,0.0656625
235,5,0.160861,0.0825738,0.290532,0.0658595
236,5,0.160986,0.0825315,0.290723,0.0660567
237,5,0.161111,0.0824894,0.290914,0.0662539
238,5,0.161235,0.0824475,0.291105,0.0664511
239,5,0.16136,0.0824058,0.291296,0.0666485
240,5,0.161485,0.0823644,0.291487,0.066846
241,5,0.16161,0.0823232,0.291678,0.0670435
242,5,0.161734,0.0822821,0.291869,0.0672411
243,5,0.161859,0.0822413,0.29206,0.0674387
244,5,0.161985,0.0822007,0.29225,0.0676364
245,5,0.16211,0.0821602,0.292441,0.0678342
246,5,0.162235,0.0821199,0.292631,0.068032
247,5,0.16236,0.0820798,0.292821,0.0682298
248,5,0.162485,0.08204,0.293011,0.0684277
249,5,0.162611,0.0820004,0.2932,0.0686256
250,5,0.162736,0.081961,0.29339,0.0688236
251,5,0.162861,0.0819219,0.29358,0.0690216
252,5,0.162987,0.081883,0.29377,0.0692197
253,5,0.163112,0.0818443,0.293959,0.0694179
254,5,0.163238,0.0818057,0.294149,0.0696162
255,5,0.163364,0.0817673,0.294338,0.0698145
256,5,0.163489,0.0817292,0.294527,0.0700128
257,5,0.163615,0.0816913,0.294717,0.0702112
258,5,0.163741,0.0816536,0.294906,0.0704097
259,5,0.163867,0.0816162,0.295095,0.0706083
260,5,0.163993,0.0815789,0.295284,0.070807
261,5,0.164119,0.0815418,0.295473,0.0710057
262,5,0.164246,0.0815049,0.295662,0.0712044
263,5,0.164372,0.0814682,0.29585,0.0714032
264,5,0.164498,0.0814318,0.296039,0.071602
265,5,0.164624,0.0813955,0.296228,0.0718009
266,5,0.16475,0.0813594,0.296416,0.0719997
267,5,0.164877,0.0813236,0.296604,0.0721987
268,5,0.165003,0.0812879,0.296793,0.0723977
269,5,0.165129,0.0812525,0.296981,0.0725966
270,5,0.165256,0.0812173,0.297169,0.0727956
271,5,0.165382,0.0811822,0.297357,0.0729946
272,5,0.165509,0.0811474,0.297545,0.0731937
273,5,0.165636,0.0811128,0.297733,0.0733928
274,5,0.165762,0.0810784,0.297921,0.0735919
275,5,0.165889,0.0810442,0.298109,0.0737911
276,5,0.166016,0.0810102,0.298296,0.0739903
277,5,0.166143,0.0809763,0.298484,0.0741896
278,5,0.166269,0.0809426,0.298671,0.0743888
279,5,0.166396,0.0809092,0.298858,0.0745881
280,5,0.166523,0.0808761,0.299045,0.0747874
281,5,0.16665,0.0808431,0.299232,0.0749867
282,5,0.166777,0.0808103,0.299419,0.0751861
283,5,0.166903,0.0807777,0.299605,0.0753855
284,5,0.167031,0.0807453,0.299792,0.075585
285,5,0.167158,0.0807132,0.299979,0.0757844
286,5,0.167285,0.0806814,0.300165,0.075984
287,5,0.167412,0.0806497,0.300352,0.0761835
288,5,0.167539,0.0806183,0.300538,0.0763831
289,5,0.167666,0.0805871,0.300725,0.0765827
290,5,0.167794,0.080556,0.300911,0.0767823
291,5,0.167921,0.0805252,0.301097,0.0769819
292,5,0.168048,0.0804946,0.301283,0.0771816
293,5,0.168176,0.0804641,0.301469,0.0773812
294,5,0.168303,0.0804339,0.301654,0.0775808
295,5,0.16843,0.0804039,0.30184,0.0777804
296,5,0.168558,0.0803741,0.302025,0.07798
297,5,0.168685,0.0803446,0.302211,0.0781797
298,5,0.168813,0.0803153,0.302397,0.0783793
299,5,0.16894,0.0802863,0.302582,0.078579
300,5,0.169068,0.0802574,0.302767,0.0787787
301,5,0.169196,0.0802287,0.302953,0.0789785
302,5,0.169323,0.0802002,0.303138,0.0791782
303,5,0.169451,0.0801719,0.303322,0.079378
304,5,0.169578,0.0801438,0.303508,0.0795778
305,5,0.169706,0.080116,0.303693,0.0797775
306,5,0.169834,0.0800882,0.303877,0.0799773
307,5,0.169961,0.0800606,0.304062,0.0801771
308,5,0.170089,0.0800332,0.304246,0.080377
309,5,0.170217,0.0800061,0.304431,0.0805768
310,5,0.170345,0.0799791,0.304615,0.0807766
311,5,0.170473,0.0799523,0.304799,0.0809764
312,5,0.170601,0.0799258,0.304983,0.0811762
313,5,0.170729,0.0798994,0.305167,0.0813761
314,5,0.170858,0.0798732,0.305351,0.0815759
315,5,0.170986,0.0798472,0.305535,0.0817758
316,5,0.171114,0.0798214,0.305718,0.0819757
317,5,0.171243,0.0797957,0.305901,0.0821756
318,5,0.171371,0.0797701,0.306084,0.0823755
319,5,0.171499,0.0797448,0.306267,0.0825754
320,5,0.171628,0.0797197,0.30645,0.0827753
321,5,0.171757,0.0796948,0.306633,0.0829753
322,5,0.171885,0.07967,0.306816,0.0831752
323,5,0.172014,0.0796453,0.306998,0.0833752
324,5,0.172142,0.0796209,0.307181,0.0835751
325,5,0.172271,0.0795967,0.307363,0.0837751
326,5,0.172399,0.0795727,0.307545,0.083975
327,5,0.172528,0.0795489,0.307727,0.084175
328,5,0.172657,0.0795252,0.30791,0.084375
329,5,0.172786,0.0795019,0.308092,0.084575
330,5,0.172915,0.0794787,0.308274,0.0847749
331,5,0.173044,0.0794557,0.308455,0.0849749
332,5,0.173173,0.079433,0.308637,0.0851749
333,5,0.173302,0.0794104,0.308819,0.0853749
334,5,0.173431,0.079388,0.309001,0.0855749
335,5,0.17356,0.0793657,0.309182,0.0857749
336,5,0.173689,0.0793436,0.309363,0.0859749
337,5,0.173818,0.0793216,0.309544,0.0861749
338,5,0.173947,0.0792998,0.309725,0.0863749
339,5,0.174076,0.0792782,0.309906,0.0865749
340,5,0.174205,0.0792568,0.310087,0.0867749
341,5,0.174335,0.0792356,0.310268,0.0869749
342,5,0.174464,0.0792146,0.310448,0.0871749
343,5,0.174594,0.0791938,0.310629,0.0873749
344,5,0.174723,0.0791731,0.310809,0.0875749
345,5,0.174853,0.0791526,0.310989,0.0877749
346,5,0.174982,0.0791324,0.311169,0.0879749
347,5,0.175112,0.0791123,0.311349,0.0881749
348,5,0.175241,0.0790925,0.31153,0.0883749
349,5,0.175371,0.0790728,0.31171,0.0885749
350,5,0.175501,0.0790535,0.31189,0.0887749
351,5,0.175631,0.0790343,0.31207,0.0889749
352,5,0.17576,0.0790153,0.31225,0.0891749
353,5,0.17589,0.0789965,0.31243,0.0893748
354,5,0.17602,0.0789779,0.31261,0.0895748
355,5,0.17615,0.0789594,0.31279,0.0897748
356,5,0.17628,0.0789411,0.312969,0.0899747
357,5,0.176409,0.0789229,0.313148,0.0901747
358,5,0.176539,0.0789049,0.313327,0.0903746
359,5,0.176669,0.0788871,0.313506,0.0905746
