iteration,c0,m0,s0,mx0,mn0
131,8,0.222722,0.0766137,0.31865,0.0984543
132,8,0.222811,0.0765782,0.318841,0.0985963
133,7,0.204218,0.0781728,0.319032,0.0987388
134,8,0.222989,0.0765072,0.319222,0.0988816
135,8,0.223078,0.0764719,0.319413,0.099025
136,8,0.241357,0.0939008,0.373843,0.0991688
137,6,0.242642,0.103415,0.373951,0.0993129
138,5,0.231052,0.100897,0.37406,0.0994574
139,5,0.231185,0.100902,0.374169,0.0996025
140,6,0.215387,0.0800509,0.320371,0.0997478
141,5,0.188554,0.0738884,0.296789,0.0998932
142,5,0.188626,0.0739142,0.296942,0.100039
143,8,0.22379,0.0761931,0.320946,0.100184
144,8,0.242174,0.0936914,0.374722,0.10033
145,5,0.217949,0.108952,0.374834,0.100476
146,6,0.248239,0.0989439,0.374946,0.100623
147,4,0.1983,0.0825301,0.328709,0.10077
148,4,0.198359,0.0824237,0.328578,0.100916
149,4,0.198417,0.0823174,0.328448,0.101064
150,4,0.198476,0.0822109,0.328317,0.101212
151,4,0.198535,0.0821045,0.328187,0.10136
152,4,0.170213,0.0547695,0.253699,0.101508
153,8,0.22468,0.0758551,0.32287,0.101657
154,8,0.224769,0.0758218,0.323063,0.101806
155,8,0.224858,0.0757887,0.323256,0.101955
156,7,0.206417,0.0790872,0.323449,0.102105
157,8,0.243514,0.0933714,0.376202,0.102254
158,5,0.203734,0.089978,0.323836,0.102405
159,6,0.208007,0.0792242,0.324029,0.102556
160,4,0.188636,0.0824584,0.324222,0.102707
161,4,0.17125,0.0544874,0.25428,0.102858
162,8,0.225479,0.0755603,0.324609,0.103009
163,8,0.225567,0.075528,0.324802,0.103161
164,8,0.225656,0.0754958,0.324996,0.103314
165,8,0.244346,0.0931877,0.377143,0.103467
166,9,0.217086,0.0767763,0.325383,0.10362
167,4,0.18967,0.0826053,0.325577,0.103774
168,6,0.219141,0.0803012,0.325771,0.103928
169,7,0.207667,0.079603,0.325965,0.104083
170,8,0.226188,0.075304,0.32616,0.104238
171,8,0.226277,0.0752722,0.326354,0.104394
172,8,0.245079,0.0930326,0.377987,0.10455
173,5,0.215957,0.0843977,0.326743,0.104706
174,4,0.19993,0.0796769,0.325304,0.104862
175,4,0.199992,0.0795719,0.325182,0.105018
176,4,0.200054,0.0794671,0.325062,0.105174
177,8,0.226809,0.0750837,0.327521,0.105331
178,8,0.226898,0.0750526,0.327716,0.105489
179,7,0.208636,0.0799943,0.327911,0.105647
180,8,0.227075,0.0749911,0.328106,0.105804
181,8,0.204372,0.070188,0.302746,0.105962
182,4,0.188694,0.0699896,0.296929,0.106121
183,7,0.190404,0.0635323,0.296737,0.10628
184,4,0.18879,0.069722,0.296545,0.106439
185,7,0.19049,0.0634244,0.296353,0.106599
186,8,0.238589,0.0879025,0.379712,0.106759
187,4,0.188936,0.0693205,0.29597,0.106919
188,7,0.19062,0.0632636,0.295778,0.107079
189,4,0.189033,0.0690528,0.295586,0.10724
190,7,0.190707,0.0631573,0.295395,0.107401
191,8,0.239067,0.0877413,0.38034,0.107562
192,8,0.247188,0.0926204,0.380466,0.107724
193,4,0.193551,0.0831343,0.330652,0.107887
194,8,0.228314,0.0745713,0.330848,0.10805
195,7,0.210196,0.0806146,0.331045,0.108213
196,8,0.247613,0.0925425,0.380972,0.108376
197,5,0.21783,0.0832094,0.331438,0.10854
198,4,0.203735,0.0807773,0.331634,0.108704
199,4,0.175652,0.0531584,0.256629,0.108868
200,8,0.228845,0.0743975,0.332028,0.109032
201,8,0.248146,0.092449,0.381615,0.109197
202,6,0.232807,0.0824632,0.332421,0.109362
203,5,0.224692,0.0828935,0.332618,0.109528
204,5,0.222595,0.0800708,0.3218,0.109694
205,7,0.235735,0.0798322,0.333012,0.10986
206,9,0.237839,0.0739641,0.333209,0.110027
207,9,0.237913,0.0739263,0.333406,0.110193
208,9,0.237987,0.0738887,0.333603,0.11036
209,9,0.238061,0.0738512,0.3338,0.110527
210,9,0.238135,0.0738139,0.333998,0.110694
211,8,0.210674,0.0745043,0.306971,0.110861
212,10,0.259116,0.0848666,0.38306,0.111028
213,6,0.233465,0.0818535,0.334589,0.111196
214,5,0.22586,0.0826652,0.334787,0.111364
215,6,0.214045,0.0679605,0.305213,0.111532
216,9,0.238577,0.0735919,0.335181,0.1117
217,9,0.256005,0.0886219,0.383729,0.111868
218,6,0.225711,0.0921291,0.335576,0.112036
219,9,0.224842,0.0801788,0.335774,0.112205
220,5,0.219102,0.0862804,0.335971,0.112375
221,6,0.214593,0.0676344,0.304973,0.112545
222,7,0.215189,0.0656588,0.304934,0.112715
223,7,0.215236,0.0655618,0.304894,0.112885
224,6,0.214868,0.0674719,0.304854,0.113055
225,10,0.253277,0.0806494,0.384817,0.113226
226,9,0.25683,0.088413,0.384954,0.113396
227,5,0.219894,0.0861195,0.337356,0.113567
228,8,0.242281,0.0750796,0.337554,0.113737
229,10,0.253506,0.0804719,0.385368,0.113908
230,5,0.21379,0.0727625,0.30461,0.11408
231,7,0.197392,0.0680395,0.304569,0.114251
232,6,0.208522,0.0672756,0.304527,0.114423
233,7,0.215701,0.0645921,0.304486,0.114595
234,7,0.215748,0.0644953,0.304444,0.114768
235,7,0.215794,0.0643986,0.304403,0.11494
236,10,0.253909,0.0801687,0.386342,0.115113
237,5,0.214016,0.0719501,0.304319,0.115286
238,5,0.224145,0.0766629,0.318215,0.115459
239,5,0.224192,0.0765627,0.318114,0.115633
240,5,0.224238,0.0764624,0.318014,0.115807
241,5,0.224284,0.076362,0.317914,0.115981
242,7,0.216116,0.0637211,0.304107,0.116156
243,5,0.205393,0.0674027,0.304064,0.11633
244,10,0.241675,0.0689614,0.340727,0.116506
245,11,0.270129,0.0854958,0.405398,0.116681
246,14,0.264995,0.0865753,0.405213,0.116856
247,12,0.269229,0.0906301,0.405028,0.117032
248,8,0.244236,0.074043,0.357483,0.117208
249,12,0.278538,0.0852932,0.404657,0.117384
250,12,0.271898,0.0875927,0.404472,0.117561
251,12,0.271896,0.087543,0.404287,0.117738
252,12,0.271893,0.0874935,0.404101,0.117915
253,17,0.280355,0.0815095,0.403915,0.118092
254,17,0.280358,0.0814787,0.40373,0.118269
255,13,0.272971,0.0827714,0.403544,0.118447
256,12,0.268969,0.0904249,0.403359,0.118625
257,13,0.266807,0.0908472,0.403173,0.118803
258,13,0.267122,0.0859051,0.402987,0.118982
259,13,0.267102,0.0858508,0.402859,0.119161
260,13,0.267082,0.0857968,0.403022,0.11934
261,15,0.258335,0.0871112,0.403185,0.119519
262,13,0.267043,0.0856892,0.403348,0.119698
263,17,0.280391,0.0812109,0.403512,0.119877
264,13,0.272753,0.0823515,0.403676,0.120057
265,13,0.266575,0.0905896,0.403841,0.120237
266,13,0.266547,0.0905578,0.404006,0.120417
267,15,0.260882,0.0879759,0.404171,0.120597
268,13,0.266924,0.0853706,0.404337,0.120778
269,13,0.266905,0.0853181,0.404502,0.120959
270,13,0.260736,0.091713,0.404668,0.12114
271,13,0.266865,0.0852136,0.404834,0.121321
272,13,0.267994,0.084967,0.405001,0.121502
273,11,0.261643,0.0993105,0.405168,0.121684
274,16,0.282644,0.0829022,0.405335,0.121865
275,11,0.276074,0.0884548,0.405502,0.122047
276,11,0.269799,0.0976886,0.405669,0.12223
277,11,0.269801,0.0976482,0.405837,0.122412
278,12,0.269607,0.0878971,0.406004,0.122595
279,13,0.26799,0.0845794,0.406172,0.122778
280,15,0.276232,0.0819507,0.40634,0.122961
281,15,0.277769,0.0827117,0.406508,0.123144
282,15,0.260461,0.0873761,0.406677,0.123327
283,14,0.260007,0.0722861,0.393208,0.123511
284,17,0.280484,0.0806626,0.407014,0.123695
285,11,0.275931,0.0879384,0.407183,0.123878
286,13,0.262721,0.0934618,0.407353,0.124062
287,11,0.270515,0.091199,0.407523,0.124246
288,12,0.269751,0.0872949,0.407693,0.12443
289,14,0.256266,0.0672905,0.359371,0.124614
290,11,0.235706,0.0726043,0.359414,0.124798
291,12,0.279308,0.0846871,0.408205,0.124982
292,13,0.261419,0.0711889,0.359499,0.125166
293,11,0.270077,0.101731,0.408547,0.125351
294,15,0.276508,0.0815225,0.408718,0.125536
295,15,0.281519,0.077029,0.408889,0.125721
296,13,0.269224,0.0848743,0.409061,0.125906
297,14,0.269681,0.0817582,0.409232,0.126092
298,11,0.274226,0.0886387,0.409404,0.126278
299,15,0.276607,0.0813788,0.409576,0.126464
300,13,0.271896,0.0808214,0.409749,0.126649
301,13,0.251511,0.0670368,0.359885,0.126835
302,16,0.274643,0.0791032,0.410093,0.127022
303,17,0.265843,0.0844221,0.410266,0.124929
304,16,0.274658,0.0790604,0.410439,0.127394
305,16,0.27067,0.0873683,0.410612,0.124804
306,13,0.274984,0.0861433,0.410785,0.127768
307,12,0.241241,0.0778457,0.360142,0.124681
308,13,0.275007,0.0860757,0.411133,0.128142
309,12,0.273705,0.0945556,0.411307,0.12456
310,12,0.241268,0.0777621,0.360268,0.124501
311,11,0.251898,0.0723754,0.360309,0.128704
312,14,0.264291,0.0914564,0.41183,0.124383
313,15,0.276884,0.0810058,0.412005,0.12908
314,13,0.271567,0.0802963,0.412181,0.129268
315,14,0.269262,0.080948,0.412356,0.129456
316,19,0.283628,0.0776635,0.412531,0.129645
317,16,0.270772,0.0871536,0.412707,0.124102
318,12,0.277935,0.088673,0.412883,0.130022
319,13,0.267972,0.0825185,0.41306,0.130212
320,12,0.270218,0.085455,0.413236,0.130401
321,15,0.277041,0.0808111,0.413413,0.13059
322,11,0.235433,0.0717882,0.360739,0.123832
323,13,0.271354,0.0799789,0.413767,0.130969
324,18,0.268406,0.0824761,0.413944,0.123728
325,16,0.274805,0.0786676,0.414122,0.131349
326,14,0.264929,0.0872763,0.414299,0.123625
327,12,0.279215,0.0832875,0.414477,0.131729
328,15,0.280693,0.0807787,0.414655,0.131919
329,11,0.245941,0.0791657,0.361002,0.123476
330,12,0.278265,0.0882098,0.415011,0.1323
331,17,0.269996,0.069808,0.400754,0.132491
332,13,0.271142,0.0796782,0.415368,0.132681
333,14,0.268848,0.0802066,0.415547,0.132872
334,12,0.22874,0.0661735,0.361183,0.123242
335,13,0.26563,0.0823019,0.415905,0.133254
336,12,0.228751,0.0661133,0.361255,0.123154
337,12,0.268342,0.0850055,0.416264,0.133636
338,13,0.237622,0.0677137,0.361327,0.123068
339,16,0.274899,0.0784638,0.416623,0.134018
340,16,0.274906,0.0784509,0.416803,0.13421
341,11,0.268709,0.0735027,0.387254,0.134401
342,11,0.258282,0.0730397,0.38706,0.134593
343,13,0.257184,0.0709219,0.386867,0.134785
344,10,0.233494,0.0609459,0.361542,0.134977
345,12,0.252751,0.0719559,0.386479,0.13517
346,10,0.233485,0.060827,0.361612,0.135362
347,15,0.268875,0.0753175,0.403372,0.135555
348,11,0.257997,0.0725623,0.385897,0.135748
349,13,0.271436,0.081873,0.41843,0.13594
350,12,0.268289,0.0844152,0.418612,0.136133
351,14,0.259355,0.0869994,0.418794,0.122576
352,12,0.268281,0.0843275,0.418976,0.136519
353,12,0.268277,0.084284,0.419158,0.136712
354,12,0.268273,0.0842405,0.41934,0.136905
355,12,0.268269,0.0841973,0.419523,0.137098
356,12,0.268264,0.0841544,0.419706,0.137292
357,15,0.28152,0.0828946,0.419888,0.137486
358,9,0.246705,0.0656483,0.362013,0.137679
359,12,0.274482,0.0840131,0.420255,0.137873
360,12,0.268248,0.0839846,0.420438,0.138067
361,12,0.268243,0.0839427,0.420621,0.138261
362,12,0.268239,0.0839011,0.420805,0.138455
363,12,0.268235,0.0838596,0.420988,0.138649
364,12,0.268231,0.0838184,0.421172,0.138843
365,12,0.268227,0.0837773,0.421356,0.139038
366,15,0.281658,0.0827475,0.42154,0.139233
367,11,0.274825,0.0843677,0.421724,0.139427
368,12,0.262086,0.0911095,0.421908,0.122092
369,9,0.246544,0.0648364,0.362364,0.139817
370,9,0.237542,0.0612731,0.362396,0.140012
371,12,0.262044,0.0910242,0.422462,0.122023
372,11,0.277796,0.0831686,0.422647,0.140401
373,13,0.260378,0.0901748,0.422832,0.12198
374,12,0.268189,0.083417,0.423017,0.140791
375,12,0.268185,0.0833781,0.423202,0.140987
376,12,0.268181,0.0833395,0.423388,0.141182
377,12,0.268177,0.083301,0.423573,0.141377
378,12,0.268173,0.0832628,0.423759,0.141573
379,16,0.294953,0.094667,0.49129,0.141768
380,11,0.274658,0.0839232,0.424131,0.141963
381,10,0.225818,0.0672288,0.362725,0.121829
382,9,0.237357,0.060671,0.362754,0.142354
383,13,0.271167,0.0804968,0.42469,0.142549
384,12,0.268147,0.0830387,0.424877,0.142745
385,15,0.270018,0.0795722,0.450952,0.14294
386,13,0.271145,0.0803881,0.425251,0.143136
387,11,0.223146,0.0643935,0.362894,0.121736
388,15,0.270009,0.0794812,0.450497,0.143527
389,13,0.262081,0.0869891,0.425813,0.12171
390,17,0.277343,0.0944146,0.450192,0.121698
391,17,0.28551,0.0862309,0.45004,0.144114
392,13,0.262054,0.0869152,0.426376,0.121675
393,12,0.258139,0.0691079,0.377112,0.144506
394,15,0.286349,0.0909403,0.490276,0.144702
395,14,0.274104,0.0916835,0.49021,0.144897
396,10,0.259186,0.0713608,0.376522,0.145093
397,12,0.274771,0.0821953,0.427318,0.14529
398,11,0.223087,0.0639503,0.363184,0.121616
399,11,0.253573,0.0700041,0.375932,0.145682
400,11,0.253551,0.0699173,0.375735,0.145878
401,11,0.253529,0.0698306,0.375538,0.146075
402,19,0.292425,0.0903258,0.489761,0.146271
403,14,0.26145,0.0813646,0.375144,0.121585
404,12,0.230011,0.0652147,0.363332,0.121581
405,11,0.223052,0.0636733,0.363356,0.121577
406,12,0.242432,0.075781,0.374553,0.121574
407,12,0.242411,0.0757063,0.374356,0.121571
408,12,0.24239,0.0756317,0.374158,0.121569
409,12,0.24237,0.0755571,0.373961,0.121567
410,11,0.227379,0.064632,0.363471,0.121566
411,12,0.242328,0.0754082,0.373566,0.121565
412,11,0.227411,0.0645557,0.363516,0.121565
413,13,0.247203,0.0742851,0.373171,0.121564
414,12,0.242266,0.075185,0.372973,0.121565
415,12,0.242245,0.0751107,0.372776,0.121566
416,12,0.242225,0.0750363,0.372578,0.121567
417,12,0.242204,0.0749619,0.37238,0.12157
418,12,0.242184,0.0748877,0.372183,0.121573
419,12,0.242163,0.0748133,0.371985,0.121577
420,11,0.22754,0.064251,0.363683,0.121581
421,12,0.242123,0.0746648,0.371589,0.121587
422,12,0.242103,0.0745905,0.371391,0.121593
423,16,0.260602,0.0840829,0.445076,0.1216
424,12,0.234128,0.0650693,0.363761,0.121608
425,18,0.269231,0.0836155,0.444762,0.121617
426,12,0.247515,0.0734714,0.3706,0.121626
427,12,0.234167,0.0649539,0.363817,0.121636
428,13,0.246889,0.0732347,0.370204,0.121647
429,16,0.26058,0.0839501,0.444131,0.121658
430,12,0.234208,0.0648391,0.363873,0.121671
431,13,0.246829,0.0730258,0.36961,0.121684
432,12,0.259744,0.0903842,0.433973,0.121698
433,11,0.227761,0.0637568,0.363927,0.121712
434,16,0.260562,0.0838413,0.443336,0.121727
435,13,0.24675,0.0727478,0.368818,0.121743
436,16,0.260555,0.0837981,0.443017,0.121759
437,12,0.247256,0.0727203,0.368422,0.121776
438,12,0.23432,0.064535,0.364013,0.121794
439,13,0.246673,0.0724706,0.368026,0.121813
440,12,0.259847,0.0901227,0.43551,0.121831
441,11,0.227902,0.0634537,0.364061,0.121851
442,12,0.241714,0.0731087,0.367431,0.121872
443,12,0.241695,0.0730349,0.367233,0.121893
444,12,0.241676,0.0729612,0.367034,0.121916
445,11,0.227974,0.063303,0.364125,0.121939
446,12,0.234438,0.0642345,0.364141,0.121962
447,13,0.246521,0.0719188,0.366439,0.121987
448,13,0.263442,0.0871826,0.437053,0.122012
449,12,0.241583,0.0725929,0.366042,0.122038
450,12,0.241564,0.0725194,0.365843,0.122064
451,12,0.241546,0.0724459,0.365645,0.122091
452,11,0.228103,0.0630407,0.364231,0.122119
453,16,0.260499,0.0834436,0.440267,0.122147
454,16,0.260496,0.0834236,0.440103,0.122175
455,12,0.246845,0.0714967,0.364849,0.122204
456,13,0.246356,0.0713036,0.36465,0.122234
457,12,0.241436,0.072006,0.364452,0.122264
458,12,0.241418,0.0719328,0.364313,0.122295
459,12,0.2414,0.0718595,0.364326,0.122327
460,12,0.241382,0.0717863,0.364338,0.122359
461,12,0.241364,0.071713,0.364351,0.122393
462,12,0.241346,0.0716399,0.364363,0.122426
463,12,0.241328,0.0715667,0.364375,0.122461
464,11,0.243463,0.0742996,0.364387,0.122496
465,11,0.243438,0.0742256,0.364399,0.122532
466,11,0.243413,0.0741516,0.364411,0.122568
467,10,0.229444,0.0654384,0.364423,0.122605
468,15,0.263292,0.0851239,0.437803,0.122643
469,14,0.258336,0.0786092,0.385509,0.122682
470,13,0.263713,0.086515,0.441324,0.122722
471,11,0.24329,0.0737816,0.364469,0.122762
472,16,0.260442,0.083075,0.437142,0.122803
473,13,0.246066,0.0701542,0.364491,0.122845
474,13,0.263767,0.0863985,0.442105,0.122887
475,12,0.229705,0.0627906,0.364512,0.122929
476,12,0.241101,0.0706207,0.364521,0.122973
477,13,0.246,0.0698868,0.364531,0.123017
478,12,0.241067,0.0704759,0.36454,0.123061
479,12,0.234986,0.0630352,0.364549,0.123106
480,12,0.248229,0.0720664,0.364558,0.123152
481,13,0.245935,0.0696207,0.364566,0.123198
482,13,0.245919,0.0695542,0.364574,0.123245
483,13,0.245903,0.0694877,0.364582,0.123293
484,14,0.242897,0.0677592,0.36459,0.123341
485,17,0.263025,0.0810476,0.434975,0.12339
486,16,0.265774,0.0827502,0.434807,0.12344
487,16,0.265768,0.0827349,0.43464,0.12349
488,16,0.265761,0.0827197,0.434472,0.123542
489,12,0.24803,0.0714641,0.364624,0.123594
490,12,0.240865,0.0696086,0.36463,0.123647
491,12,0.240849,0.0695364,0.364635,0.123701
492,12,0.235223,0.0625749,0.364641,0.123755
493,12,0.247944,0.0711972,0.364645,0.12381
494,13,0.245734,0.0687593,0.36465,0.123866
495,13,0.264071,0.0858075,0.446222,0.123922
496,17,0.262997,0.0808657,0.43313,0.123978
497,12,0.235318,0.0623992,0.364662,0.124035
498,16,0.265697,0.0825717,0.432793,0.124092
499,12,0.247817,0.0707991,0.364669,0.12415
500,12,0.240702,0.0688884,0.364672,0.124208
501,17,0.262985,0.0807864,0.432286,0.124267
502,12,0.235414,0.062225,0.364677,0.124327
503,12,0.247734,0.0705354,0.36468,0.124386
504,13,0.245587,0.0681044,0.364682,0.124447
505,12,0.240621,0.0685307,0.364684,0.124508
506,12,0.235492,0.0620873,0.364687,0.12457
507,13,0.245544,0.0679101,0.36469,0.124632
508,11,0.229216,0.0609703,0.364692,0.124695
509,13,0.245516,0.0677812,0.364695,0.124758
510,13,0.245502,0.0677169,0.364698,0.124822
511,12,0.229739,0.0617833,0.364701,0.124886
512,13,0.245474,0.0675889,0.364703,0.124951
513,13,0.25112,0.0598383,0.364705,0.168337
514,12,0.229746,0.0617081,0.364707,0.125082
515,12,0.255456,0.0601236,0.364708,0.168737
516,12,0.255436,0.0600611,0.364709,0.168937
517,12,0.255415,0.0599989,0.364711,0.169137
518,12,0.255395,0.0599369,0.364712,0.169337
519,12,0.255375,0.0598752,0.364713,0.169537
520,12,0.24961,0.068106,0.364714,0.125485
521,14,0.253138,0.0699905,0.364715,0.125553
522,14,0.24188,0.065715,0.364715,0.125623
523,16,0.265552,0.0822508,0.428555,0.125693
524,16,0.265547,0.0822396,0.428385,0.125763
525,13,0.253755,0.0769333,0.396379,0.125834
526,15,0.266473,0.0690043,0.396571,0.170937
527,14,0.271495,0.06872,0.396763,0.171137
528,13,0.245259,0.0665846,0.364714,0.126051
529,11,0.258234,0.0609917,0.364714,0.171537
530,11,0.258207,0.060933,0.364713,0.171737
531,11,0.25818,0.0608746,0.364712,0.171937
532,11,0.258153,0.0608165,0.364711,0.172137
533,12,0.263415,0.0607591,0.36471,0.172337
534,15,0.28698,0.0882744,0.484897,0.172537
535,12,0.248501,0.0698172,0.364706,0.12658
536,11,0.253285,0.0709627,0.364704,0.126659
537,12,0.248494,0.0697278,0.364701,0.126737
538,15,0.287016,0.0882753,0.484854,0.173337
539,12,0.248487,0.0696391,0.364693,0.126895
540,15,0.282419,0.0944958,0.484835,0.126975
541,16,0.277044,0.0938393,0.484825,0.127056
542,10,0.256939,0.0641774,0.364678,0.174136
543,14,0.287201,0.0913793,0.484808,0.174336
544,16,0.277085,0.0938229,0.4848,0.127299
545,14,0.287233,0.0913838,0.484793,0.174736
546,10,0.256924,0.0640356,0.364653,0.174936
547,10,0.256921,0.0640009,0.364646,0.175135
548,14,0.287281,0.0913927,0.484772,0.175335
549,16,0.277155,0.0937993,0.484765,0.127716
550,14,0.287314,0.0913999,0.484759,0.175735
551,14,0.287331,0.0914039,0.484754,0.175935
552,14,0.287347,0.0914082,0.484749,0.176134
553,14,0.287364,0.0914127,0.484744,0.176334
554,14,0.287381,0.0914174,0.48474,0.176534
