iteration,c0,m0,s0,mx0,mn0
0,8,0.214908,0.0557017,0.311405,0.13093
1,6,0.23066,0.0518478,0.311221,0.156997
2,8,0.256251,0.0652844,0.334037,0.130532
3,9,0.249025,0.068202,0.333926,0.130333
4,9,0.248929,0.0682288,0.333815,0.130134
5,10,0.275303,0.080397,0.404965,0.129935
6,11,0.233889,0.0600764,0.341799,0.129736
7,13,0.284579,0.0776897,0.404903,0.129537
8,10,0.233968,0.064755,0.369679,0.129338
9,8,0.237246,0.0714935,0.369484,0.129139
10,8,0.231227,0.07295,0.369289,0.12894
11,8,0.232296,0.0769822,0.369095,0.128742
12,9,0.228108,0.0720113,0.3689,0.128543
13,9,0.228007,0.0719978,0.368706,0.128344
14,11,0.226297,0.0655451,0.368511,0.128145
15,8,0.225137,0.0682755,0.368317,0.127947
16,8,0.23379,0.07009,0.368123,0.127748
17,9,0.241273,0.0686119,0.367929,0.127549
18,10,0.22203,0.0674819,0.367734,0.127351
19,10,0.224536,0.068541,0.36754,0.127152
20,10,0.21747,0.0630263,0.367346,0.126954
21,10,0.23258,0.0645775,0.367152,0.126755
22,11,0.225468,0.0654249,0.366958,0.126557
23,8,0.243304,0.0675173,0.366765,0.126359
24,11,0.236504,0.0629798,0.366571,0.12616
25,10,0.227376,0.0681773,0.366378,0.125962
26,9,0.233199,0.0693592,0.366184,0.125764
27,8,0.242846,0.0674761,0.365991,0.125566
28,8,0.242732,0.067466,0.365798,0.125368
29,9,0.240184,0.0685778,0.365605,0.12517
30,10,0.22075,0.0672699,0.365411,0.124972
31,9,0.232648,0.0692926,0.365219,0.124774
32,17,0.303788,0.106545,0.474377,0.124576
33,17,0.303671,0.106517,0.47418,0.124378
34,9,0.239774,0.0755167,0.36464,0.12418
35,11,0.224134,0.0652431,0.364448,0.123983
36,10,0.231002,0.0643891,0.364255,0.123785
37,9,0.237441,0.0620229,0.364063,0.154252
38,8,0.222822,0.0681821,0.363871,0.12339
39,18,0.294701,0.108837,0.472999,0.123192
40,17,0.299802,0.106219,0.472802,0.122995
41,11,0.264846,0.0720884,0.37457,0.122797
42,10,0.257398,0.0822357,0.37437,0.1226
43,16,0.303858,0.107876,0.47221,0.122402
44,16,0.303747,0.10784,0.472013,0.122205
45,10,0.267984,0.0746006,0.373771,0.122008
46,10,0.267883,0.0745789,0.373571,0.12181
47,16,0.303417,0.107732,0.471421,0.121613
48,16,0.303306,0.107696,0.471224,0.121416
49,10,0.256683,0.0820767,0.372972,0.121219
50,10,0.267479,0.0744922,0.372773,0.121022
51,16,0.302976,0.107588,0.470632,0.120825
52,16,0.302866,0.107552,0.470434,0.120628
53,10,0.256276,0.0819871,0.372174,0.120431
54,16,0.302645,0.10748,0.470039,0.120234
55,10,0.266974,0.0743841,0.371775,0.120037
56,16,0.302425,0.107408,0.469644,0.119841
57,16,0.302315,0.107372,0.469446,0.119644
58,10,0.266672,0.0743192,0.371176,0.119448
59,16,0.302095,0.107299,0.46905,0.119251
60,10,0.26647,0.0742761,0.370777,0.119055
61,10,0.255463,0.0818094,0.370578,0.118859
62,10,0.266269,0.0742333,0.370378,0.118663
63,16,0.294837,0.112828,0.468259,0.118466
64,16,0.301545,0.107118,0.468061,0.11827
65,16,0.301435,0.107081,0.467863,0.118074
66,16,0.301325,0.107045,0.467665,0.117879
67,11,0.255411,0.0778956,0.369382,0.117683
68,10,0.250972,0.0803966,0.369183,0.117487
69,17,0.292212,0.10953,0.46707,0.117292
70,10,0.250793,0.080363,0.368784,0.117096
71,10,0.250704,0.0803462,0.368585,0.116901
72,10,0.250615,0.0803295,0.368386,0.116705
73,11,0.254821,0.0777705,0.368187,0.11651
74,10,0.250436,0.0802961,0.367988,0.116315
75,10,0.250347,0.0802794,0.367789,0.116119
76,11,0.254526,0.0777085,0.36759,0.115924
77,16,0.290995,0.112596,0.465484,0.115729
78,11,0.254329,0.0776675,0.367192,0.115534
79,16,0.29079,0.112523,0.465087,0.115339
80,10,0.249902,0.0801973,0.366795,0.115144
81,16,0.290585,0.112449,0.46469,0.114949
82,16,0.290482,0.112412,0.464491,0.114754
83,16,0.29038,0.112375,0.464293,0.114559
84,10,0.249547,0.0801325,0.366,0.114364
85,17,0.290487,0.108956,0.463895,0.114169
86,17,0.29038,0.10892,0.463696,0.113975
87,10,0.249281,0.0800846,0.365405,0.11378
88,17,0.290165,0.108848,0.463299,0.113586
89,16,0.289766,0.112155,0.4631,0.113391
90,16,0.295509,0.109756,0.462901,0.113197
91,17,0.289843,0.10874,0.462702,0.113003
92,10,0.248839,0.0800059,0.364414,0.112809
93,10,0.24875,0.0799902,0.364216,0.112616
94,9,0.253997,0.0825953,0.364018,0.112422
95,10,0.248574,0.0799591,0.36382,0.112229
96,9,0.253821,0.0825619,0.363622,0.112035
97,10,0.257679,0.0791994,0.363424,0.111842
98,9,0.253645,0.0825288,0.363227,0.111648
99,9,0.253557,0.0825123,0.363029,0.111455
100,10,0.248135,0.0798819,0.362832,0.111262
101,9,0.253381,0.0824797,0.362634,0.111069
102,10,0.24796,0.0798513,0.362437,0.110876
103,16,0.294102,0.109276,0.460312,0.110683
104,17,0.288453,0.10827,0.460113,0.11049
105,10,0.247698,0.0798058,0.361845,0.110297
106,16,0.288038,0.111525,0.459715,0.110104
107,15,0.29383,0.112705,0.459515,0.109911
108,17,0.288027,0.108125,0.459316,0.109718
109,17,0.287921,0.108089,0.459117,0.109526
110,16,0.287634,0.111376,0.458917,0.109333
111,15,0.293421,0.112552,0.458718,0.109141
112,17,0.287602,0.10798,0.458518,0.108949
113,17,0.287496,0.107944,0.458319,0.108756
114,11,0.250827,0.0769622,0.360073,0.108564
115,9,0.252155,0.082258,0.359876,0.108372
116,15,0.292909,0.112362,0.45772,0.10818
117,15,0.292807,0.112324,0.457521,0.107988
118,11,0.250443,0.0768865,0.359287,0.107796
119,10,0.255521,0.0787717,0.359091,0.107604
120,11,0.250251,0.0768489,0.358895,0.107413
121,11,0.250155,0.0768301,0.358698,0.107221
122,10,0.255227,0.0787158,0.358502,0.107029
123,9,0.251456,0.0821367,0.358307,0.106838
124,16,0.291837,0.108504,0.456125,0.106647
125,10,0.254933,0.0786603,0.357915,0.106456
126,9,0.251194,0.0820922,0.357719,0.106264
127,10,0.254738,0.0786238,0.357524,0.106074
128,10,0.245711,0.0794636,0.357328,0.105883
129,10,0.254542,0.0785873,0.357132,0.105692
130,10,0.254444,0.0785692,0.356937,0.105502
131,17,0.285592,0.107288,0.454727,0.105311
132,10,0.254249,0.0785333,0.356546,0.105121
133,11,0.249009,0.0766074,0.356351,0.10493
134,10,0.245199,0.0793771,0.356156,0.10474
135,10,0.245114,0.079363,0.355961,0.10455
136,16,0.285028,0.110403,0.453729,0.104359
137,9,0.250237,0.0819342,0.355571,0.104169
138,10,0.244859,0.0793208,0.355377,0.10398
139,17,0.28475,0.106997,0.45313,0.10379
140,16,0.28463,0.110252,0.45293,0.1036
141,15,0.290363,0.111413,0.45273,0.103411
142,9,0.249802,0.0818653,0.354598,0.103222
143,17,0.284331,0.106851,0.452331,0.103033
144,17,0.284226,0.106815,0.452131,0.102843
145,16,0.284135,0.110064,0.451931,0.102654
146,15,0.299081,0.104385,0.451731,0.102465
147,11,0.247682,0.0763547,0.353626,0.102276
148,9,0.264631,0.0733347,0.353432,0.102088
149,8,0.25468,0.0719295,0.353238,0.101899
150,15,0.288866,0.106457,0.450932,0.10171
151,8,0.254501,0.0719141,0.35285,0.101522
152,11,0.267722,0.0763196,0.370477,0.101334
153,16,0.302842,0.102327,0.450333,0.101146
154,15,0.298211,0.104085,0.450133,0.100958
155,8,0.254143,0.0718832,0.352074,0.100771
156,9,0.247617,0.0701677,0.351881,0.100583
157,9,0.254892,0.0863563,0.371475,0.100396
158,11,0.267313,0.0764396,0.371675,0.100209
159,17,0.29301,0.105883,0.449134,0.100021
160,16,0.291206,0.10353,0.448934,0.0998346
161,14,0.294324,0.106783,0.448734,0.0996479
162,17,0.284198,0.107427,0.448534,0.0994613
163,11,0.266975,0.0765419,0.372674,0.0992749
164,10,0.256311,0.0722001,0.350335,0.0990885
165,8,0.25325,0.0718093,0.350142,0.0989022
166,11,0.266773,0.0766045,0.373274,0.0987161
167,12,0.256447,0.0808688,0.373474,0.0985302
168,17,0.295267,0.102041,0.447334,0.0983446
169,12,0.25631,0.0809095,0.373873,0.0981592
170,15,0.296476,0.103486,0.446934,0.0979741
171,9,0.246339,0.0700246,0.348985,0.097789
172,14,0.293185,0.106377,0.446534,0.0976041
173,14,0.293082,0.10634,0.446334,0.0974194
174,15,0.286459,0.105555,0.446134,0.0972351
175,8,0.252359,0.071739,0.348215,0.0970509
176,15,0.286261,0.105479,0.445734,0.096867
177,10,0.235525,0.0732255,0.347831,0.0966831
178,8,0.252093,0.0717185,0.347639,0.0964996
179,9,0.245664,0.0699478,0.347447,0.0963164
180,9,0.245581,0.0699382,0.347255,0.0961334
181,15,0.285765,0.105288,0.444734,0.0959504
182,14,0.292157,0.106004,0.444534,0.0957678
183,9,0.233217,0.0769235,0.34668,0.0955854
184,10,0.234939,0.0731688,0.346489,0.0954033
185,10,0.234856,0.0731608,0.346297,0.0952213
186,8,0.251387,0.0716643,0.346106,0.0950396
187,14,0.291645,0.105817,0.443534,0.094858
188,9,0.244915,0.0698611,0.345725,0.0946766
189,9,0.244832,0.0698514,0.345534,0.0944955
190,15,0.281359,0.108732,0.442935,0.0943148
191,9,0.244666,0.069832,0.345153,0.0941342
192,15,0.284683,0.104863,0.442535,0.0939538
193,9,0.244501,0.0698124,0.344772,0.0937734
194,9,0.244418,0.0698026,0.344582,0.0935933
195,8,0.236975,0.0802322,0.344392,0.0934134
196,14,0.282942,0.112008,0.441735,0.0932336
197,9,0.238265,0.0757463,0.344012,0.0930539
198,9,0.244087,0.0697634,0.343822,0.0928746
199,9,0.231901,0.0767933,0.343632,0.0926957
200,14,0.282535,0.111862,0.440935,0.0925171
201,16,0.274857,0.106959,0.440735,0.092339
202,15,0.283704,0.104473,0.440535,0.092161
203,8,0.249888,0.0715548,0.342875,0.0919831
204,11,0.221784,0.0647327,0.342685,0.0918053
205,11,0.215819,0.0687946,0.342496,0.0916277
206,10,0.224404,0.0672703,0.342307,0.0914502
207,10,0.224322,0.0672751,0.342118,0.091273
208,10,0.22424,0.06728,0.34193,0.0910961
209,9,0.226253,0.0706146,0.341741,0.0909195
210,9,0.242805,0.0684711,0.335577,0.0907433
211,13,0.251785,0.0988309,0.503907,0.0905674
212,14,0.243718,0.0995154,0.503821,0.0903917
213,14,0.24365,0.0995249,0.503734,0.0902161
214,13,0.251584,0.0988565,0.503648,0.0900408
215,14,0.260851,0.10305,0.503561,0.0898656
216,13,0.251451,0.0988738,0.503475,0.0896904
217,12,0.255187,0.102003,0.503387,0.0895153
218,14,0.243309,0.0995728,0.5033,0.0893405
219,9,0.217848,0.0696715,0.336117,0.0891659
220,10,0.232942,0.0745125,0.393666,0.0889917
221,7,0.199991,0.0527685,0.268949,0.0888176
222,8,0.193725,0.0520067,0.268751,0.0886438
223,10,0.202421,0.0665279,0.336368,0.0884705
224,13,0.250923,0.0989426,0.502771,0.0882975
225,13,0.250858,0.0989511,0.502683,0.0881248
226,14,0.24277,0.0996507,0.502593,0.0879523
227,13,0.250728,0.0989681,0.502504,0.0877801
228,13,0.245422,0.102906,0.502415,0.0876084
229,13,0.250599,0.0989853,0.502325,0.0874367
230,12,0.245144,0.107137,0.502236,0.0872653
231,13,0.242112,0.103456,0.502147,0.0870943
232,13,0.260786,0.106952,0.502057,0.0869233
233,11,0.223606,0.0762087,0.392704,0.0867529
234,8,0.216207,0.0673232,0.337093,0.086583
235,14,0.242175,0.0997402,0.501788,0.0864134
236,10,0.232011,0.0747368,0.392481,0.0862441
237,7,0.174835,0.0528284,0.265774,0.0860749
238,8,0.185518,0.0552619,0.265575,0.0859062
239,9,0.226703,0.0771301,0.392258,0.0857379
240,8,0.178611,0.0505973,0.265178,0.08557
241,9,0.200463,0.0708212,0.337581,0.0854026
242,12,0.253305,0.102356,0.501154,0.0852353
243,10,0.204263,0.0700962,0.337726,0.0850683
244,13,0.241298,0.103595,0.500973,0.0849019
245,13,0.241237,0.103606,0.500881,0.084736
246,14,0.241459,0.099853,0.50079,0.0845706
247,13,0.238587,0.103099,0.500698,0.0844058
248,11,0.250589,0.106706,0.500606,0.0842413
249,12,0.246959,0.102853,0.500514,0.084077
250,12,0.246894,0.102861,0.500421,0.0839132
251,12,0.240842,0.106962,0.500328,0.0837495
252,12,0.246764,0.102877,0.500235,0.083586
253,13,0.238185,0.103156,0.500142,0.0834229
254,10,0.237085,0.0807591,0.391123,0.0832599
255,12,0.246571,0.102901,0.499954,0.0830974
256,13,0.237986,0.103184,0.49986,0.0829351
257,11,0.249893,0.106827,0.499765,0.0827731
258,12,0.240294,0.107056,0.499671,0.0826115
259,12,0.246316,0.102932,0.499576,0.08245
260,12,0.246252,0.10294,0.499481,0.0822891
261,12,0.240061,0.107096,0.499386,0.0821284
262,11,0.251423,0.105957,0.499291,0.0819679
263,12,0.266488,0.105237,0.499195,0.0818075
264,12,0.266429,0.105237,0.499099,0.0816476
265,13,0.237396,0.103269,0.499003,0.081488
266,11,0.249207,0.106946,0.498907,0.0813286
267,11,0.249132,0.106959,0.498811,0.0811696
268,11,0.249057,0.106972,0.498714,0.0810111
269,13,0.237138,0.103308,0.498618,0.0808528
270,10,0.236391,0.0811804,0.389851,0.0806948
271,13,0.23701,0.103328,0.498426,0.0805369
272,12,0.245504,0.103036,0.498329,0.0803794
273,11,0.238853,0.112025,0.498232,0.0802222
274,12,0.236373,0.107566,0.498136,0.0800655
275,12,0.238985,0.107288,0.498039,0.0799092
276,11,0.248458,0.10708,0.497942,0.0797531
277,10,0.2361,0.0813652,0.389276,0.0795972
278,10,0.236059,0.0813916,0.389193,0.0794417
279,12,0.236075,0.10762,0.497651,0.0792868
280,12,0.236016,0.107631,0.497554,0.0791324
281,11,0.23827,0.112143,0.497456,0.0789781
282,11,0.238198,0.112158,0.497359,0.0788245
283,10,0.225061,0.0870647,0.388775,0.0786709
284,12,0.235782,0.107675,0.497162,0.0785181
285,12,0.23823,0.107429,0.497064,0.0783654
286,11,0.247721,0.107216,0.496965,0.0782133
287,12,0.2446,0.103161,0.496866,0.0780616
288,13,0.235941,0.103502,0.496767,0.0779104
289,12,0.244482,0.103177,0.496667,0.0777598
290,12,0.244423,0.103186,0.496567,0.0776093
291,13,0.235757,0.103533,0.496466,0.0774595
292,11,0.247287,0.107295,0.496366,0.0773098
293,12,0.264782,0.105222,0.496265,0.0771609
294,12,0.244191,0.103218,0.496164,0.0770126
295,12,0.244134,0.103226,0.496063,0.0768644
296,11,0.247001,0.107348,0.495962,0.0767165
297,10,0.235322,0.0818886,0.387578,0.0765691
298,12,0.234985,0.107829,0.495758,0.076422
299,12,0.234929,0.10784,0.495656,0.0762753
300,13,0.235214,0.103627,0.495554,0.0761289
301,11,0.246646,0.107414,0.495452,0.0759832
302,10,0.235139,0.0820189,0.38714,0.0758376
303,11,0.243295,0.108686,0.495248,0.0756925
304,12,0.236833,0.107695,0.495145,0.0755479
305,12,0.264139,0.105201,0.495042,0.0754037
306,11,0.236513,0.112512,0.49494,0.0752597
307,12,0.255069,0.111392,0.494836,0.0751166
308,10,0.246053,0.113588,0.494733,0.0749741
309,13,0.253684,0.107116,0.494629,0.0748325
310,11,0.249051,0.106085,0.494524,0.0746911
311,11,0.249005,0.106088,0.49442,0.0745502
312,12,0.263774,0.105184,0.494315,0.0744096
313,13,0.253463,0.107122,0.494209,0.0742695
314,11,0.248869,0.106095,0.494104,0.07413
315,12,0.243015,0.103391,0.493998,0.073991
